test,year,school,county,city,math,reading,writing,english,science,total
ACT,2012,YATES,harris,HOUSTON,NA,NA,NA,14.4,15.3,15.4
ACT,2012,YES PREP - EAST END CAMPUS,harris,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2012,YES PREP - NORTH CENTRAL CAMPUS,harris,HOUSTON,NA,22,NA,24.4,22,23
ACT,2012,YES PREP - SOUTHEAST CAMPUS,harris,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2012,YOAKUM HIGH SCHOOL,dewitt,VICTORIA,NA,NA,NA,19.6,19.7,20.1
ACT,2012,YORKTOWN,dewitt,VICTORIA,NA,NA,NA,18,20.2,20.2
ACT,2012,YSLETA,el paso,EL PASO,NA,NA,NA,11.4,15.1,13.9
ACT,2012,ZAPATA,zapata,EDINBURG,NA,NA,NA,15.8,18.5,17.6
ACT,2012,ZAVALLA,angelina,KILGORE,NA,NA,NA,23.4,22.8,22.6
ACT,2012,ZEPHYR SCHOOL,brown,SAN ANGELO,NA,NA,NA,19.8,21.3,21.2
ACT,2013,A & M CONS,brazos,HUNTSVILLE,25,NA,NA,22.7,23.7,23.9
ACT,2013,A C JONES,bee,CORPUS CHRISTI,NA,NA,NA,17.8,19.7,19.3
ACT,2013,A J MOORE ACADEMY,mclennan,WACO,NA,NA,NA,17.3,20.2,19.3
ACT,2013,ABBOTT SCHOOL,hill,WACO,NA,NA,NA,18.8,21.2,20.4
ACT,2013,ABERNATHY,hale,LUBBOCK,NA,NA,NA,17.4,20.7,19.5
ACT,2013,ABILENE,taylor,ABILENE,NA,NA,NA,19.2,20,20.3
ACT,2013,ACADEMY,bell,WACO,NA,NA,NA,20,21.4,21.4
ACT,2013,ACADEMY FOR TECHNOLOGY ENGINEERING,taylor,ABILENE,NA,NA,NA,20.4,21.6,21.2
ACT,2013,ACADEMY OF CAREERS AND TECHNOLOGIE,bexar,SAN ANTONIO,NA,NA,NA,14.4,17.8,16.8
ACT,2013,ACADEMY OF CREATIVE ED,bexar,SAN ANTONIO,NA,NA,NA,NA,NA,NA
ACT,2013,ACHIEVE EARLY COLLEGE,hidalgo,EDINBURG,NA,NA,NA,17,18.9,18.8
ACT,2013,ADRIAN SCHOOL,oldham,AMARILLO,NA,NA,NA,17.2,17.5,18.2
ACT,2013,ADVANTAGE ACADEMY,dallas,RICHARDSON,NA,16,NA,14.1,15.3,15.4
ACT,2013,AGUA DULCE,nueces,CORPUS CHRISTI,NA,NA,NA,16.4,19.1,18.2
ACT,2013,AKINS,travis,AUSTIN,NA,19,NA,17,19.5,18.9
ACT,2013,ALAMO HEIGHTS,bexar,SAN ANTONIO,NA,25,NA,24.5,23.7,24.7
ACT,2013,ALBA-GOLDEN,wood,KILGORE,NA,20,NA,18.2,20.5,20
ACT,2013,ALBANY JR-SR,shackelford,ABILENE,NA,NA,NA,19.7,21.3,21.3
ACT,2013,ALDINE,harris,HOUSTON,NA,NA,NA,14.4,17,16.7
ACT,2013,ALEDO,parker,FORT WORTH,NA,NA,NA,23,23.1,23.9
ACT,2013,ALICE,jim wells,CORPUS CHRISTI,NA,NA,NA,17,18.4,18.2
ACT,2013,ALIEF EARLY COLLEGE,harris,HOUSTON,NA,NA,NA,17,19.3,19.1
ACT,2013,ALLEN,collin,RICHARDSON,NA,NA,NA,23.6,24.1,24.4
ACT,2013,ALPHA CHARTER SCHOOL,dallas,RICHARDSON,NA,NA,NA,NA,NA,NA
ACT,2013,ALPINE,brewster,MIDLAND,NA,NA,NA,17.8,19.1,19.1
ACT,2013,ALTER ED CTR,tarrant,FORT WORTH,NA,NA,NA,NA,NA,NA
ACT,2013,ALTO,cherokee,KILGORE,NA,NA,NA,18.6,19.8,19.9
ACT,2013,ALVARADO,johnson,FORT WORTH,NA,NA,NA,17.3,19.6,19.1
ACT,2013,ALVIN,brazoria,HOUSTON,NA,NA,NA,19.7,21.7,21.4
ACT,2013,ALVORD,wise,FORT WORTH,NA,NA,NA,18.9,21.1,21.4
ACT,2013,AMARILLO,potter,AMARILLO,NA,NA,NA,22.5,23.1,23.2
ACT,2013,AMERICAS,el paso,EL PASO,NA,NA,NA,16.8,18.6,18.3
ACT,2013,AMHERST SCHOOL,lamb,LUBBOCK,NA,NA,NA,18.5,16.5,18.3
ACT,2013,ANAHUAC,chambers,HOUSTON,NA,20,NA,19.2,20.3,20.4
ACT,2013,ANDERSON,travis,AUSTIN,NA,NA,NA,22.6,23.5,23.7
ACT,2013,ANDERSON-SHIRO JR/SR,grimes,HUNTSVILLE,NA,NA,NA,18.5,19.9,19.4
ACT,2013,ANDRESS,el paso,EL PASO,NA,NA,NA,16.4,18.8,18.1
ACT,2013,ANDREWS,andrews,MIDLAND,NA,NA,NA,17.3,19,18.8
ACT,2013,ANDY DEKANEY,harris,HOUSTON,NA,NA,NA,13.2,16.1,15.3
ACT,2013,ANGLETON,brazoria,HOUSTON,NA,NA,NA,18.2,19.9,19.9
ACT,2013,ANNA,collin,RICHARDSON,NA,22,NA,20.2,22,21.5
ACT,2013,ANSON,jones,ABILENE,NA,NA,NA,16.5,18.8,18.7
ACT,2013,ANTHONY,el paso,EL PASO,NA,NA,NA,16.2,18.4,17.6
ACT,2013,ANTON SCHOOL,hockley,LUBBOCK,NA,NA,NA,17.3,19.3,18.4
ACT,2013,APPLE SPRINGS,trinity,HUNTSVILLE,NA,NA,NA,NA,NA,NA
ACT,2013,AQUILLA SCHOOL,hill,WACO,22,NA,NA,25,19.3,23.7
ACT,2013,ARANSAS PASS,san patricio,CORPUS CHRISTI,NA,NA,NA,16.7,19.4,18.7
ACT,2013,ARCHER CITY,archer,WICHITA FALLS,NA,NA,NA,22.5,21.8,22.5
ACT,2013,ARGYLE,denton,FORT WORTH,NA,NA,NA,22.2,22.8,23.3
ACT,2013,ARLINGTON,tarrant,FORT WORTH,NA,NA,NA,20.2,21,21.1
ACT,2013,ARLINGTON HEIGHTS,tarrant,FORT WORTH,NA,21,NA,20,21,21.1
ACT,2013,ARP,smith,KILGORE,NA,NA,NA,18.5,19.9,19.8
ACT,2013,ASPERMONT,stonewall,ABILENE,21,NA,NA,20.7,21.6,21
ACT,2013,ATASCOCITA,harris,HOUSTON,NA,NA,NA,20.7,21.8,21.8
ACT,2013,ATHENS,henderson,KILGORE,NA,20,NA,18.5,19.8,19.8
ACT,2013,ATLANTA,cass,MT PLEASANT,20,NA,NA,19.1,20.5,20
ACT,2013,AUBREY,denton,FORT WORTH,NA,NA,NA,18.8,21.1,20.4
ACT,2013,AUSTIN,el paso,EL PASO,NA,NA,NA,15.5,17.7,17.2
ACT,2013,AUSTIN,harris,HOUSTON,NA,NA,NA,12.6,16.2,15
ACT,2013,AUSTIN,travis,AUSTIN,23,NA,NA,22,22.3,22.7
ACT,2013,AUSTWELL-TIVOLI,refugio,VICTORIA,NA,NA,NA,NA,NA,NA
ACT,2013,AVALON SCHOOL,ellis,RICHARDSON,NA,NA,NA,NA,NA,NA
ACT,2013,AVERY,red river,MT PLEASANT,NA,21,NA,19.3,21,20.7
ACT,2013,AVINGER SCHOOL,cass,MT PLEASANT,NA,NA,NA,NA,NA,NA
ACT,2013,AXTELL,mclennan,WACO,NA,NA,NA,21.2,22.2,21.7
ACT,2013,AZLE,tarrant,FORT WORTH,NA,NA,NA,20.6,21.6,21.4
ACT,2013,AZLEWAY CHARTER SCHOOL,smith,KILGORE,NA,NA,NA,NA,NA,NA
ACT,2013,B F TERRY,fort bend,HOUSTON,NA,NA,NA,15.7,18.1,17.5
ACT,2013,BAIRD,callahan,ABILENE,NA,NA,NA,19.8,20.5,20.2
ACT,2013,BALL,galveston,HOUSTON,NA,20,NA,19,20,20
ACT,2013,BALLINGER,runnels,SAN ANGELO,NA,NA,NA,19.5,20.8,20.6
ACT,2013,BALMORHEA SCHOOL,reeves,MIDLAND,18,NA,NA,14.8,18.6,16.6
ACT,2013,BANDERA,bandera,SAN ANTONIO,NA,21,NA,19.5,20.8,20.9
ACT,2013,BANGS,brown,SAN ANGELO,NA,NA,NA,18.5,19.8,19.7
ACT,2013,BANQUETE,nueces,CORPUS CHRISTI,NA,NA,NA,16.2,19.1,18.2
ACT,2013,BARBERS HILL,chambers,HOUSTON,22,NA,NA,20.1,21.2,21.3
ACT,2013,BARTLETT SCHOOLS,bell,AUSTIN,NA,NA,NA,NA,NA,NA
ACT,2013,BASTROP,bastrop,AUSTIN,NA,21,NA,19.5,21,20.5
ACT,2013,BAY CITY,matagorda,VICTORIA,NA,NA,NA,20.4,21.5,21.6
ACT,2013,BECKVILLE JR-SR HIGH SCHOOL,panola,KILGORE,NA,19,NA,18.4,19.6,19.4
ACT,2013,BEL AIR,el paso,EL PASO,NA,NA,NA,18.6,19.2,19.3
ACT,2013,BELL,tarrant,FORT WORTH,NA,22,NA,20.4,21.7,21.7
ACT,2013,BELLAIRE,harris,HOUSTON,NA,25,NA,24.4,24.4,25
ACT,2013,BELLEVUE SCHOOL,clay,WICHITA FALLS,22,NA,NA,21.6,20.8,22.6
ACT,2013,BELLS,grayson,RICHARDSON,NA,NA,NA,21.3,22.2,22.6
ACT,2013,BELLVILLE,austin,HUNTSVILLE,NA,NA,NA,20.9,22,21.9
ACT,2013,BELTON,bell,WACO,NA,NA,NA,20.6,22.4,22.1
ACT,2013,BEN BOLT-PAL BLANCO,jim wells,CORPUS CHRISTI,NA,NA,NA,14.5,16.6,16.3
ACT,2013,BENAVIDES SECONDARY,duval,CORPUS CHRISTI,NA,NA,NA,14.9,17.9,17.3
ACT,2013,BENJAMIN SCHOOL,knox,WICHITA FALLS,NA,NA,NA,NA,NA,NA
ACT,2013,BERKNER,dallas,RICHARDSON,NA,NA,NA,18.5,21,20.7
ACT,2013,BIG BEND,brewster,MIDLAND,NA,NA,NA,19.2,20.4,20.2
ACT,2013,BIG SANDY,upshur,KILGORE,NA,NA,NA,16.8,18.1,17.9
ACT,2013,BIG SANDY SCHOOL,polk,HUNTSVILLE,NA,NA,NA,19.1,19.6,20.1
ACT,2013,BIG SPRING,howard,MIDLAND,NA,NA,NA,19.2,20.5,20.6
ACT,2013,BIRDVILLE,tarrant,FORT WORTH,NA,22,NA,21.2,22.2,22.1
ACT,2013,BISHOP,nueces,CORPUS CHRISTI,NA,NA,NA,17.1,19.2,18.6
ACT,2013,BLACKWELL SCHOOL,nolan,ABILENE,NA,NA,NA,20.6,19.4,19.9
ACT,2013,BLANCO,blanco,AUSTIN,NA,NA,NA,20.6,21.9,21.6
ACT,2013,BLAND,hunt,RICHARDSON,NA,NA,NA,20.1,22,21.7
ACT,2013,BLANKET SCHOOL,brown,SAN ANGELO,NA,NA,NA,15.7,19.3,18.4
ACT,2013,BLOOMBURG,cass,MT PLEASANT,NA,NA,NA,17.9,19.5,19.8
ACT,2013,BLOOMING GROVE,navarro,WACO,NA,NA,NA,16.6,21.2,19.5
ACT,2013,BLOOMINGTON,victoria,VICTORIA,NA,NA,NA,15,17.6,17.2
ACT,2013,BLUE RIDGE,collin,RICHARDSON,NA,NA,NA,22.1,22.2,22.2
ACT,2013,BLUM,hill,WACO,22,21,NA,19.8,21,21
ACT,2013,BOB HOPE SCHOOL,jefferson,BEAUMONT,NA,NA,NA,NA,NA,NA
ACT,2013,BOERNE,kendall,SAN ANTONIO,24,NA,NA,23.5,24,24.2
ACT,2013,BOERNE - SAMUEL V CHAMPION,kendall,SAN ANTONIO,NA,NA,NA,25.1,24.8,25.5
ACT,2013,BOLES,hunt,RICHARDSON,NA,NA,NA,20.2,21.8,20.9
ACT,2013,BOLING,wharton,VICTORIA,NA,NA,NA,21.8,20.8,22.9
ACT,2013,BONHAM,fannin,RICHARDSON,NA,NA,NA,17.4,19.9,19.3
ACT,2013,BOOKER J H/,lipscomb,AMARILLO,NA,NA,NA,19.5,21,20.8
ACT,2013,BOOKER T WASHINGTON SPVA MAGNET,dallas,RICHARDSON,NA,NA,NA,24.6,22.7,23.7
ACT,2013,BORDEN COUNTY SCHOOL,borden,LUBBOCK,NA,NA,NA,23.1,21.8,22.7
ACT,2013,BORGER,hutchinson,AMARILLO,NA,NA,NA,19.2,20.6,20.1
ACT,2013,BOSQUEVILLE SCHOOL SECONDARY,mclennan,WACO,NA,NA,NA,18.7,20,20
ACT,2013,BOSWELL,tarrant,FORT WORTH,NA,22,NA,20.8,22.2,21.9
ACT,2013,BOVINA,parmer,AMARILLO,NA,NA,NA,17.9,20.5,19.7
ACT,2013,BOWIE,el paso,EL PASO,NA,NA,NA,13.2,16.4,15.7
ACT,2013,BOWIE,montague,WICHITA FALLS,NA,21,NA,19.8,20.8,20.8
ACT,2013,BOWIE,tarrant,FORT WORTH,NA,NA,NA,17.9,19,19.2
ACT,2013,BOWIE,travis,AUSTIN,NA,NA,NA,22.9,23.9,24.4
ACT,2013,BOYD,wise,FORT WORTH,NA,NA,NA,18.7,20.3,19.9
ACT,2013,BOYS RANCH,oldham,AMARILLO,NA,NA,NA,15.8,17.1,17.4
ACT,2013,BRACKENRIDGE,bexar,SAN ANTONIO,NA,NA,NA,14.5,16.6,16.4
ACT,2013,BRACKETT,kinney,SAN ANTONIO,NA,NA,NA,19.4,18.4,19.6
ACT,2013,BRADY,mcculloch,SAN ANGELO,NA,NA,NA,20,20.9,20.8
ACT,2013,BRANDEIS,bexar,SAN ANTONIO,NA,NA,NA,21.7,23,22.9
ACT,2013,BRAZOS,austin,HUNTSVILLE,NA,NA,NA,18.1,19.1,19.1
ACT,2013,BRAZOS SCHOOL FOR INQUIRY AND CREA,brazos,HUNTSVILLE,NA,NA,NA,NA,NA,NA
ACT,2013,BRAZOSPORT,brazoria,HOUSTON,NA,NA,NA,14.8,18,17.5
ACT,2013,BRAZOSWOOD,brazoria,HOUSTON,24,NA,NA,21.9,23,23.2
ACT,2013,BRECKENRIDGE,stephens,ABILENE,NA,NA,NA,18.5,18.9,20.1
ACT,2013,BREMOND,robertson,HUNTSVILLE,19,NA,NA,17,18.3,18
ACT,2013,BRENHAM,washington,HUNTSVILLE,NA,NA,NA,21.4,22.8,22.6
ACT,2013,BRENNAN,bexar,SAN ANTONIO,NA,NA,NA,18.4,20.2,19.9
ACT,2013,BREWER,tarrant,FORT WORTH,NA,NA,NA,18.9,20.3,20.3
ACT,2013,BRIDGE CITY,orange,BEAUMONT,NA,NA,NA,20.5,20.8,21.1
ACT,2013,BRIDGEPORT,wise,FORT WORTH,NA,NA,NA,20.4,21,21.6
ACT,2013,BRIGHT IDEAS CHARTER,wichita,WICHITA FALLS,NA,NA,NA,14.7,19.3,17
ACT,2013,BROADDUS,san augustine,KILGORE,NA,NA,NA,16.1,17.8,17.9
ACT,2013,BROCK,parker,FORT WORTH,NA,NA,NA,21.3,22.6,22.7
ACT,2013,BRONTE,coke,SAN ANGELO,NA,NA,NA,19.6,18.7,20.2
ACT,2013,BROOKELAND,jasper,BEAUMONT,21,NA,NA,20.5,25,22
ACT,2013,BROOKESMITH SCHOOL,brown,SAN ANGELO,NA,NA,NA,NA,NA,NA
ACT,2013,BROOKS ACADEMY OF SCIENCE AND ENGI,bexar,SAN ANTONIO,NA,NA,NA,16.9,19.1,18.4
ACT,2013,BROWNFIELD,terry,LUBBOCK,NA,NA,NA,18.7,19.9,19.7
ACT,2013,BROWNSBORO,henderson,KILGORE,NA,NA,NA,20,21.3,21.1
ACT,2013,BROWNSVILLE EARLY COLLEGE,cameron,EDINBURG,NA,NA,NA,18.4,20.8,20
ACT,2013,BROWNWOOD,brown,SAN ANGELO,NA,NA,NA,22,22.3,22.5
ACT,2013,BROWNWOOD ACCELERATED,brown,SAN ANGELO,NA,NA,NA,NA,NA,NA
ACT,2013,BRUCEVILLE-EDDY,mclennan,WACO,NA,NA,NA,22.7,22.7,22.6
ACT,2013,BRUNI,webb,EDINBURG,NA,NA,NA,19.4,20.4,19.9
ACT,2013,BRYAN ADAMS,dallas,RICHARDSON,17,NA,NA,14.3,16.8,15.9
ACT,2013,BRYAN COLLEGIATE,brazos,HUNTSVILLE,NA,NA,NA,20.9,21.4,21.7
ACT,2013,BRYSON SCHOOL,jack,WICHITA FALLS,17,20,NA,15.8,20,18.5
ACT,2013,BUFFALO,leon,HUNTSVILLE,NA,NA,NA,19.2,18.8,19.2
ACT,2013,BULLARD,smith,KILGORE,NA,NA,NA,21,21.9,22.2
ACT,2013,BUNA,jasper,BEAUMONT,NA,NA,NA,18.9,19.5,19.8
ACT,2013,BURBANK,bexar,SAN ANTONIO,NA,NA,NA,16.1,17.4,17.5
ACT,2013,BURGES,el paso,EL PASO,NA,NA,NA,16.9,18.9,18.5
ACT,2013,BURKBURNETT,wichita,WICHITA FALLS,NA,NA,NA,20.7,21.9,21.9
ACT,2013,BURKEVILLE,newton,BEAUMONT,NA,NA,NA,19.8,19.8,20
ACT,2013,BURLESON,johnson,FORT WORTH,NA,NA,NA,20.3,21.7,21.3
ACT,2013,BURLESON CENTENNIAL,johnson,FORT WORTH,NA,NA,NA,19.7,21.8,21.5
ACT,2013,BURNET,burnet,AUSTIN,NA,NA,NA,18.7,21,20.7
ACT,2013,BURTON,washington,HUNTSVILLE,NA,NA,NA,17.8,19.3,19
ACT,2013,BUSHLAND,potter,AMARILLO,NA,NA,NA,19,20.8,20.4
ACT,2013,BYERS SCHOOL,clay,WICHITA FALLS,NA,NA,NA,NA,NA,NA
ACT,2013,BYNUM SCHOOL,hill,WACO,NA,NA,NA,21,20.1,21.9
ACT,2013,BYRON NELSON,denton,FORT WORTH,NA,23,NA,21.7,22.7,22.7
ACT,2013,BYRON P STEELE II,guadalupe,SAN ANTONIO,NA,NA,NA,20.4,21.9,21.8
ACT,2013,C C WINN HIGH SCHOOL,maverick,SAN ANTONIO,19,NA,NA,14.9,17.2,17.1
ACT,2013,C E ELLISON,bell,WACO,NA,NA,NA,19.1,19.8,20
ACT,2013,C E KING,harris,HOUSTON,NA,NA,NA,15.1,17.7,17.2
ACT,2013,CADDO MILLS,hunt,RICHARDSON,23,23,NA,21.6,21.9,22.6
ACT,2013,CALALLEN,nueces,CORPUS CHRISTI,NA,22,NA,21.3,21.9,21.8
ACT,2013,CALDWELL,burleson,HUNTSVILLE,21,NA,NA,19.2,20.1,20.3
ACT,2013,CALHOUN,calhoun,VICTORIA,NA,NA,NA,22.3,22.4,22.3
ACT,2013,CALLISBURG,cooke,FORT WORTH,NA,NA,NA,18.4,20.3,19.9
ACT,2013,CALVERT SCHOOL,robertson,HUNTSVILLE,NA,17,NA,15.2,16,16.5
ACT,2013,CALVIN NELMS HIGH SCHOOL,harris,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2013,CAMERON YOE,milam,HUNTSVILLE,NA,NA,NA,17.8,19.5,19
ACT,2013,CAMPBELL,hunt,RICHARDSON,NA,NA,NA,17.7,21,19.3
ACT,2013,CANADIAN,hemphill,AMARILLO,NA,NA,NA,19,20.9,20.7
ACT,2013,CANEY CREEK,montgomery,HUNTSVILLE,NA,NA,NA,18.1,20.1,19.7
ACT,2013,CANTON,van zandt,RICHARDSON,NA,NA,NA,21.1,21.7,21.9
ACT,2013,CANUTILLO,el paso,EL PASO,NA,NA,NA,13.4,16.7,16.1
ACT,2013,CANYON,comal,AUSTIN,NA,22,NA,20.6,22.5,22.2
ACT,2013,CANYON,randall,AMARILLO,NA,NA,NA,21.5,22.8,22.6
ACT,2013,CANYON LAKE,comal,AUSTIN,NA,NA,NA,20,22,21.3
ACT,2013,CAPROCK,potter,AMARILLO,NA,NA,NA,15.6,18.1,17.7
ACT,2013,CARL WUNSCHE SR,harris,HOUSTON,NA,20,NA,17.8,19.3,19.3
ACT,2013,CARLISLE SCHOOL,rusk,KILGORE,NA,NA,NA,16.6,20.1,18.7
ACT,2013,CARNEGIE VANGUARD,harris,HOUSTON,NA,NA,NA,27.3,27,28.1
ACT,2013,CARRIZO SPRINGS,dimmit,SAN ANTONIO,NA,NA,NA,16,18.6,18.1
ACT,2013,CARROLL,nueces,CORPUS CHRISTI,NA,NA,NA,19.6,21,20.8
ACT,2013,CARROLL SENIOR,tarrant,FORT WORTH,NA,NA,NA,25.7,25.3,26
ACT,2013,CARTER-RIVERSIDE,tarrant,FORT WORTH,NA,NA,NA,17,19.2,18.5
ACT,2013,CARTHAGE,panola,KILGORE,NA,21,NA,19.1,20.4,20.3
ACT,2013,CARVER H S FOR APPLIED TECH/ENGINE,harris,HOUSTON,NA,NA,NA,16.4,18,17.9
ACT,2013,CASTLEBERRY,tarrant,FORT WORTH,NA,NA,NA,18.3,19.6,19.6
ACT,2013,CAYUGA,anderson,KILGORE,22,21,NA,18.3,19.4,20.3
ACT,2013,CEDAR CREEK,bastrop,AUSTIN,20,NA,NA,17.5,19.3,19.3
ACT,2013,CEDAR HILL,dallas,RICHARDSON,NA,NA,NA,17.1,18.9,18.6
ACT,2013,CEDAR HILL COLLEGIATE,dallas,RICHARDSON,NA,NA,NA,22.8,22.1,22.7
ACT,2013,CEDAR PARK,williamson,AUSTIN,NA,NA,NA,24.2,24.6,25.2
ACT,2013,CEDAR RIDGE,williamson,AUSTIN,22,NA,NA,20.1,21.9,21.4
ACT,2013,CELESTE,hunt,RICHARDSON,NA,NA,NA,21.7,21.3,21.7
ACT,2013,CELINA,collin,RICHARDSON,NA,22,NA,21,22.4,22.2
ACT,2013,CENTENNIAL,collin,RICHARDSON,NA,NA,NA,23.2,23.9,24
ACT,2013,CENTER,shelby,KILGORE,NA,NA,NA,16.3,18.3,17.9
ACT,2013,CENTER POINT,kerr,SAN ANTONIO,NA,NA,NA,17.9,18.5,18.9
ACT,2013,CENTERVILLE,trinity,HUNTSVILLE,NA,NA,NA,NA,NA,NA
ACT,2013,CENTERVILLE JR-SR,leon,HUNTSVILLE,NA,NA,NA,17.7,20.1,19.3
ACT,2013,CENTRAL,angelina,KILGORE,NA,NA,NA,17.7,21.6,20.6
ACT,2013,CENTRAL,tarrant,FORT WORTH,NA,NA,NA,21.5,22.1,22.4
ACT,2013,CENTRAL,tom green,SAN ANGELO,NA,NA,NA,20.8,21.5,21.9
ACT,2013,CENTRAL HEIGHTS,nacogdoches,KILGORE,NA,NA,NA,18.7,20,19.5
ACT,2013,CENTRAL SENIOR,jefferson,BEAUMONT,NA,NA,NA,14.6,16.2,15.9
ACT,2013,CHALLENGE EARLY COLLEGE,harris,HOUSTON,NA,NA,NA,21.3,21.8,22.2
ACT,2013,CHALLENGE H S SHEFFIELD,pecos,MIDLAND,NA,NA,NA,NA,NA,NA
ACT,2013,CHANNELVIEW,harris,HOUSTON,NA,NA,NA,16.1,17.5,17.7
ACT,2013,CHANNING SCHOOL,hartley,AMARILLO,20,NA,NA,18.2,17.6,19.2
ACT,2013,CHAPARRAL STAR ACADEMY,travis,AUSTIN,NA,NA,NA,29,24,25.7
ACT,2013,CHAPEL HILL,smith,KILGORE,19,NA,NA,16.8,19.3,18.7
ACT,2013,CHAPEL HILL,titus,MT PLEASANT,NA,NA,NA,22.8,22.6,22.9
ACT,2013,CHAPIN,el paso,EL PASO,NA,NA,NA,19.5,20.7,20.5
ACT,2013,CHARLOTTE,atascosa,SAN ANTONIO,NA,NA,NA,NA,NA,NA
ACT,2013,CHAVEZ,harris,HOUSTON,NA,NA,NA,15.8,17.6,17.3
ACT,2013,CHEROKEE SCHOOL,san saba,SAN ANGELO,NA,NA,NA,17.5,19,18.8
ACT,2013,CHESTER,tyler,BEAUMONT,NA,NA,NA,16.8,20.5,19
ACT,2013,CHICO,wise,FORT WORTH,NA,NA,NA,18.3,19.2,19.8
ACT,2013,CHILDRESS,childress,AMARILLO,NA,NA,NA,19.5,19.8,20.3
ACT,2013,CHILLICOTHE,hardeman,WICHITA FALLS,19,NA,NA,16.5,18.2,18
ACT,2013,CHILTON SCHOOL,falls,WACO,NA,NA,NA,17.2,20.4,19.2
ACT,2013,CHINA SPRING,mclennan,WACO,NA,NA,NA,21.8,22.4,22.5
ACT,2013,CHIP RICHARTE,williamson,AUSTIN,NA,NA,NA,NA,NA,NA
ACT,2013,CHIRENO,nacogdoches,KILGORE,NA,20,NA,18.3,19.4,20
ACT,2013,CHISUM,lamar,MT PLEASANT,NA,NA,NA,20.3,20.7,20.5
ACT,2013,CHRISTOVAL,tom green,SAN ANGELO,NA,NA,NA,20.7,22.3,21.7
ACT,2013,CHURCHILL,bexar,SAN ANTONIO,22,NA,NA,20.8,21.5,21.8
ACT,2013,CINCO RANCH,harris,HOUSTON,NA,NA,NA,24.8,25.2,25.6
ACT,2013,CISCO,eastland,ABILENE,NA,NA,NA,20.5,21.2,21.5
ACT,2013,CITY CENTER HEALTH CAREERS,bexar,SAN ANTONIO,15,NA,NA,11.3,12.7,13.3
ACT,2013,CITY VIEW JUNIOR/SENIOR HIGH,wichita,WICHITA FALLS,NA,NA,NA,17.5,18,18.4
ACT,2013,CLARENDON,donley,AMARILLO,NA,NA,NA,20.6,21,21
ACT,2013,CLARK,bexar,SAN ANTONIO,NA,NA,NA,23.1,23.6,24.1
ACT,2013,CLARKSVILLE,red river,MT PLEASANT,19,NA,NA,16.7,17.6,17.7
ACT,2013,CLAUDE,armstrong,AMARILLO,NA,NA,NA,20.7,20.1,21.3
ACT,2013,CLEAR BROOK,galveston,HOUSTON,NA,24,NA,22,23,23.3
ACT,2013,CLEAR CREEK,galveston,HOUSTON,NA,24,NA,22.3,22.8,23.2
ACT,2013,CLEAR FALLS,galveston,HOUSTON,NA,NA,NA,22.2,23.7,23.5
ACT,2013,CLEAR HORIZONS EARLY COLLEGE,galveston,HOUSTON,NA,26,NA,24,23.4,24.6
ACT,2013,CLEAR LAKE,galveston,HOUSTON,NA,NA,NA,24.2,25,25.3
ACT,2013,CLEAR SPRINGS,galveston,HOUSTON,NA,NA,NA,21.2,22.5,22.5
ACT,2013,CLEAR VIEW EDUCATION CENTER,galveston,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2013,CLEBURNE,johnson,FORT WORTH,NA,NA,NA,19.4,21.2,20.9
ACT,2013,CLEMENTS,fort bend,HOUSTON,NA,NA,NA,25.5,25.4,26.2
ACT,2013,CLEVELAND,liberty,HOUSTON,NA,NA,NA,17.8,18.5,19.1
ACT,2013,CLIFTON,bosque,WACO,NA,NA,NA,20.3,22,21.6
ACT,2013,CLINT,el paso,EL PASO,NA,NA,NA,18.3,19.1,19.1
ACT,2013,CLYDE,callahan,ABILENE,NA,NA,NA,20.7,22.3,21.8
ACT,2013,COAHOMA,howard,MIDLAND,NA,NA,NA,18.1,19.5,19.3
ACT,2013,COLDSPRING-OAKHURST HIGH SCHOOL,san jacinto,HUNTSVILLE,NA,20,NA,17.4,19.7,19
ACT,2013,COLEMAN,coleman,SAN ANGELO,NA,NA,NA,19.3,21.6,20.4
ACT,2013,COLLEGE PARK,montgomery,HUNTSVILLE,NA,NA,NA,24,24.1,24.7
ACT,2013,COLLEGIATE,nueces,CORPUS CHRISTI,NA,NA,NA,17.9,19.2,19
ACT,2013,COLLEYVILLE HERITAGE,tarrant,FORT WORTH,NA,NA,NA,24.1,24.1,24.6
ACT,2013,COLLINSVILLE,grayson,RICHARDSON,NA,NA,NA,19.5,19.3,20.1
ACT,2013,COLMESNEIL J H/,tyler,BEAUMONT,NA,NA,NA,18.8,22.5,21.2
ACT,2013,COLORADO HIGH SCHOOL,mitchell,ABILENE,NA,NA,NA,17.9,19.2,19.1
ACT,2013,COLUMBIA,brazoria,HOUSTON,NA,NA,NA,19.3,19.1,19.7
ACT,2013,COLUMBUS,colorado,VICTORIA,NA,NA,NA,19.2,20.3,20.3
ACT,2013,COMANCHE,comanche,ABILENE,NA,NA,NA,19.2,20.7,20.8
ACT,2013,COMFORT,kendall,AUSTIN,NA,NA,NA,21.5,23.2,22.4
ACT,2013,COMMERCE,hunt,RICHARDSON,NA,NA,NA,18.1,20.1,19.8
