test,year,school,county,city,math,reading,writing,english,science,total
ACT,2015,ROOSEVELT,lubbock,LUBBOCK,NA,NA,NA,16.2,18.5,18.2
ACT,2015,ROPES SCHOOL,hockley,LUBBOCK,NA,NA,NA,18.9,19.6,19.6
ACT,2015,ROSCOE COLLEGIATE,nolan,ABILENE,NA,19,NA,17.9,19.1,18.8
ACT,2015,ROSEBUD-LOTT,falls,WACO,18,19,NA,16.9,19.4,18.5
ACT,2015,ROSIE SORRELLS EDUCATION AND SOCIA,dallas,RICHARDSON,NA,NA,NA,18.6,20.1,19.9
ACT,2015,ROTAN,fisher,ABILENE,NA,NA,NA,19.1,19.8,19.8
ACT,2015,ROUND ROCK,williamson,AUSTIN,24,NA,NA,22.8,24.3,24
ACT,2015,ROUND TOP-CARMINE,fayette,AUSTIN,23,25,NA,23.3,22.3,23.5
ACT,2015,ROUSE,williamson,AUSTIN,NA,NA,NA,21.3,22.4,22.4
ACT,2015,ROWE,hidalgo,EDINBURG,19,NA,NA,16.9,18.9,18.4
ACT,2015,ROWLETT,dallas,RICHARDSON,NA,NA,NA,19.9,21.3,21
ACT,2015,ROXTON ISD,lamar,MT PLEASANT,NA,21,NA,18.3,18,19
ACT,2015,ROY MILLER H S AND METRO SCHOOL OF,nueces,CORPUS CHRISTI,NA,NA,NA,13.8,17.2,16
ACT,2015,ROYAL,waller,HOUSTON,NA,NA,NA,16.4,19.2,18.4
ACT,2015,ROYSE CITY,rockwall,RICHARDSON,NA,NA,NA,20,20.7,20.7
ACT,2015,RULE SCHOOL,haskell,ABILENE,NA,24,NA,18.7,22.7,22.3
ACT,2015,RUNGE,karnes,VICTORIA,NA,NA,NA,14.5,17.9,16.2
ACT,2015,RUSK,cherokee,KILGORE,NA,22,NA,20.5,21.9,21.5
ACT,2015,RYAN,denton,FORT WORTH,NA,NA,NA,20.4,21.3,21.3
ACT,2015,S AND S CONS,grayson,RICHARDSON,NA,NA,NA,21.1,21.6,21.5
ACT,2015,S GARLAND,dallas,RICHARDSON,NA,17,NA,15.6,17.8,17.1
ACT,2015,SABINAL,uvalde,SAN ANTONIO,NA,NA,NA,18.3,20.5,19.6
ACT,2015,SABINE,gregg,KILGORE,NA,NA,NA,20.8,21.2,20.9
ACT,2015,SABINE PASS SCHOOL,jefferson,BEAUMONT,NA,22,NA,20.3,24.3,22.3
ACT,2015,SACHSE,dallas,RICHARDSON,NA,NA,NA,19.3,21.2,20.7
ACT,2015,SAGINAW,tarrant,FORT WORTH,NA,NA,NA,20.4,21.3,21.1
ACT,2015,SAINT JO,montague,WICHITA FALLS,NA,18,NA,14.3,19.3,17.7
ACT,2015,SALADO,bell,WACO,NA,NA,NA,22.1,23,23
ACT,2015,SALTILLO SCHOOL,hopkins,MT PLEASANT,NA,NA,NA,18.3,20.3,19.8
ACT,2015,SAM HOUSTON,tarrant,FORT WORTH,NA,NA,NA,15.4,17.9,17.3
ACT,2015,SAM RAYBURN,harris,HOUSTON,NA,NA,NA,15.9,18.1,17.7
ACT,2015,SAMUEL CLEMENS,guadalupe,SAN ANTONIO,NA,NA,NA,21.7,22.3,22.4
ACT,2015,SAN ANTONIO CAN ACADEMY,dallas,RICHARDSON,17,NA,NA,13.6,17.4,16
ACT,2015,SAN AUGUSTINE,san augustine,KILGORE,NA,15,NA,13.2,15.5,15.3
ACT,2015,SAN BENITO,cameron,EDINBURG,NA,NA,NA,15.5,17.6,17.4
ACT,2015,SAN DIEGO,duval,CORPUS CHRISTI,NA,NA,NA,14.6,18.5,17.2
ACT,2015,SAN ELIZARIO,el paso,EL PASO,NA,NA,NA,13.9,16.7,16
ACT,2015,SAN ISIDRO,starr,EDINBURG,NA,NA,NA,16.9,18.5,17.8
ACT,2015,SAN MARCOS,hays,AUSTIN,NA,NA,NA,18,19.9,19.4
ACT,2015,SAN PERLITA,willacy,EDINBURG,NA,NA,NA,15.4,17,16.8
ACT,2015,SAN SABA,san saba,SAN ANGELO,NA,NA,NA,17.4,20.5,19.8
ACT,2015,SANDERSON SCHOOLS,terrell,MIDLAND,NA,NA,NA,19.9,22.4,21
ACT,2015,SANDS CISD,dawson,LUBBOCK,NA,22,NA,17,20.5,19.8
ACT,2015,SANFORD-FRITCH,hutchinson,AMARILLO,NA,NA,NA,16.2,18.3,17.5
ACT,2015,SANGER,denton,FORT WORTH,NA,20,NA,18.4,20.3,20
ACT,2015,SANTA ANNA SECONDARY,coleman,SAN ANGELO,NA,NA,NA,15.2,19.2,18.3
ACT,2015,SANTA FE,galveston,HOUSTON,NA,NA,NA,20.2,22.2,21.6
ACT,2015,SANTA GERTRUDIS ACADEMY,kleberg,CORPUS CHRISTI,NA,NA,NA,17.2,18.9,18.3
ACT,2015,SANTA MARIA,cameron,EDINBURG,NA,15,NA,13.4,16.4,15.3
ACT,2015,SANTA ROSA,cameron,EDINBURG,NA,NA,NA,14.4,16.6,15.9
ACT,2015,SANTO,palo pinto,FORT WORTH,NA,NA,NA,19.1,20.8,20
ACT,2015,SAVOY,fannin,RICHARDSON,20,22,NA,20.5,20.9,20.8
ACT,2015,SCARBOROUGH,harris,HOUSTON,NA,NA,NA,17.9,18.9,18.6
ACT,2015,SCHOOL FOR THE TALENTED AND GIFTED,dallas,RICHARDSON,NA,30,NA,29.5,28.4,29.5
ACT,2015,SCHOOL OF BUSINESS AND MANAGEMENT,dallas,RICHARDSON,20,NA,NA,18.5,20.8,20
ACT,2015,SCHOOL OF HEALTH PROFESSIONS,dallas,RICHARDSON,21,NA,NA,19.8,21.7,21
ACT,2015,SCHOOL OF SCIENCE AND ENGINEERING,dallas,RICHARDSON,NA,NA,NA,26.9,27.5,28.2
ACT,2015,SCHOOL OF SCIENCE AND TECHNOLOGY,bexar,SAN ANTONIO,NA,NA,NA,25,25,25.2
ACT,2015,SCHULENBURG SECONDARY,fayette,AUSTIN,NA,NA,NA,17.9,19.6,19.3
ACT,2015,SCI-TECH PREPARATORY,travis,AUSTIN,NA,NA,NA,22,26.5,24
ACT,2015,SCURRY-ROSSER,kaufman,RICHARDSON,NA,NA,NA,15.3,20,18
ACT,2015,SEAGOVILLE,dallas,RICHARDSON,NA,NA,NA,13.6,15.6,15.4
ACT,2015,SEAGRAVES SCHOOLS,gaines,LUBBOCK,NA,NA,NA,16.6,18.8,18
ACT,2015,SEALY,austin,HUNTSVILLE,NA,NA,NA,19.8,20.9,20.8
ACT,2015,SEGUIN,guadalupe,AUSTIN,NA,NA,NA,17.8,20.1,19.3
ACT,2015,SEGUIN,tarrant,FORT WORTH,NA,NA,NA,16.7,18.7,18.3
ACT,2015,SEMINOLE,gaines,LUBBOCK,NA,NA,NA,18.6,20,20.1
ACT,2015,SEVEN LAKES,harris,HOUSTON,NA,NA,NA,25.3,25.2,25.7
ACT,2015,SEYMOUR,baylor,WICHITA FALLS,NA,NA,NA,20.6,21.5,21.8
ACT,2015,SHALLOWATER,lubbock,LUBBOCK,NA,NA,NA,20.6,21.6,21.5
ACT,2015,SHAMROCK,wheeler,AMARILLO,NA,NA,NA,15.5,18.1,17
ACT,2015,SHARPSTOWN,harris,HOUSTON,NA,17,NA,14.8,17.3,16.9
ACT,2015,SHARPSTOWN INTERNATIONAL SCHOOL,harris,HOUSTON,NA,NA,NA,12.5,14,14.1
ACT,2015,SHARYLAND,hidalgo,EDINBURG,20,NA,NA,17.9,20,19.5
ACT,2015,SHELBYVILLE SCHOOL,shelby,KILGORE,NA,NA,NA,19.8,20.1,20.1
ACT,2015,SHEPHERD,san jacinto,HUNTSVILLE,NA,NA,NA,16.2,19.6,18.5
ACT,2015,SHEPTON,collin,RICHARDSON,NA,NA,NA,NA,NA,NA
ACT,2015,SHERMAN,grayson,RICHARDSON,NA,NA,NA,18.9,20.4,20.5
ACT,2015,SHINER,lavaca,VICTORIA,NA,NA,NA,22.2,20.5,21.8
ACT,2015,SIERRA BLANCA SCHOOL,hudspeth,EL PASO,NA,NA,NA,18.2,19.2,19.5
ACT,2015,SILSBEE,hardin,BEAUMONT,NA,NA,NA,18.2,18.7,19.2
ACT,2015,SILVA HEALTH MAGNET,el paso,EL PASO,NA,NA,NA,21.4,21.5,22
ACT,2015,SILVERTON SCHOOL,briscoe,AMARILLO,NA,NA,NA,18.8,21.3,21
ACT,2015,SINTON,san patricio,CORPUS CHRISTI,NA,NA,NA,16.9,19.6,18.7
ACT,2015,SKIDMORE-TYNAN,bee,CORPUS CHRISTI,NA,NA,NA,19.1,19.6,20
ACT,2015,SKYLINE,dallas,RICHARDSON,NA,NA,NA,14.1,16.3,15.8
ACT,2015,SLATON,lubbock,LUBBOCK,NA,NA,NA,15.9,18.5,17.7
ACT,2015,SLIDELL SCHOOLS,wise,FORT WORTH,21,24,NA,20.7,22,21.8
ACT,2015,SLOCUM,anderson,KILGORE,NA,NA,NA,22.7,21,23.3
ACT,2015,SMITH,dallas,RICHARDSON,NA,NA,NA,20.7,22.4,22.1
ACT,2015,SMITHSON VALLEY,comal,AUSTIN,NA,NA,NA,21.5,22.7,22.6
ACT,2015,SMITHVILLE,bastrop,AUSTIN,NA,NA,NA,19.7,20.9,20.8
ACT,2015,SMYER,hockley,LUBBOCK,21,NA,NA,19.8,21.3,21.3
ACT,2015,SNOOK SECONDARY,burleson,HUNTSVILLE,NA,NA,NA,21,23.5,23
ACT,2015,SNYDER,scurry,ABILENE,NA,NA,NA,19.1,20.9,20.5
ACT,2015,SOCORRO,el paso,EL PASO,NA,NA,NA,15.7,18.4,17.7
ACT,2015,SOMERSET,bexar,SAN ANTONIO,NA,NA,NA,16.4,18.5,18.2
ACT,2015,SOMERVILLE,burleson,HUNTSVILLE,15,17,NA,14.3,15.7,15.7
ACT,2015,SONORA,sutton,SAN ANGELO,NA,NA,NA,19.4,20.6,20.3
ACT,2015,SOUTH GRAND PRAIRIE,dallas,RICHARDSON,NA,NA,NA,18.1,19.9,19.4
ACT,2015,SOUTH HILLS,tarrant,FORT WORTH,NA,18,NA,15,18.4,17.6
ACT,2015,SOUTH HOUSTON HIGH SCHOOL,harris,HOUSTON,NA,NA,NA,16.3,18.6,18.7
ACT,2015,SOUTH OAK CLIFF,dallas,RICHARDSON,NA,14,NA,11.2,14.2,13.7
ACT,2015,SOUTH PALM GARDENS,hidalgo,EDINBURG,NA,NA,NA,10,14.7,14
ACT,2015,SOUTH SAN ANTONIO,bexar,SAN ANTONIO,NA,NA,NA,16.1,18.9,18.2
ACT,2015,SOUTH TEXAS ACADEMY FOR MEDICAL PR,cameron,EDINBURG,NA,NA,NA,19,20.4,20
ACT,2015,SOUTH TEXAS BUSINESS EDUCATION & T,cameron,EDINBURG,20,NA,NA,18.8,20.3,19.9
ACT,2015,SOUTH TEXAS H S FOR HEALTH PROFESS,cameron,EDINBURG,22,NA,NA,21.2,22.2,22.1
ACT,2015,SOUTHLAND SCHOOL,garza,LUBBOCK,NA,NA,NA,18,19.3,19.3
ACT,2015,SOUTHSIDE,bexar,SAN ANTONIO,NA,NA,NA,16.3,17.9,17.9
ACT,2015,SOUTHWEST,bexar,SAN ANTONIO,NA,NA,NA,17.1,18.3,18.3
ACT,2015,SOUTHWEST,harris,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2015,SOUTHWEST,tarrant,FORT WORTH,NA,NA,NA,17.7,20.5,19.8
ACT,2015,SOUTHWEST PREPARATORY SCHOOL,bexar,SAN ANTONIO,NA,NA,NA,NA,NA,NA
ACT,2015,SPEARMAN,hansford,AMARILLO,NA,NA,NA,18.4,20.6,19.9
ACT,2015,SPLENDORA,montgomery,HUNTSVILLE,NA,NA,NA,19.5,20.3,20
ACT,2015,SPRING,harris,HOUSTON,NA,NA,NA,17.7,19.2,18.7
ACT,2015,SPRING HILL,gregg,KILGORE,NA,NA,NA,22.2,22.6,22.8
ACT,2015,SPRING WOODS,harris,HOUSTON,NA,NA,NA,15.5,18.6,17.8
ACT,2015,SPRINGLAKE-EARTH,lamb,LUBBOCK,NA,23,NA,20.8,23.7,22.4
ACT,2015,SPRINGTOWN,parker,FORT WORTH,NA,NA,NA,19.4,20.4,20.3
ACT,2015,SPUR SCHOOL,dickens,LUBBOCK,NA,NA,NA,20.5,20.8,20.5
ACT,2015,SPURGER,tyler,BEAUMONT,NA,NA,NA,20.3,21.4,21.6
ACT,2015,STAFFORD,fort bend,HOUSTON,NA,NA,NA,17.5,18.6,19
ACT,2015,STAMFORD,jones,ABILENE,NA,NA,NA,18.3,20.3,20
ACT,2015,STANTON,martin,MIDLAND,NA,NA,NA,19.5,20.2,20.6
ACT,2015,STEPHEN F AUSTIN,fort bend,HOUSTON,NA,NA,NA,23.4,23.6,24.1
ACT,2015,STEPHENVILLE,erath,FORT WORTH,NA,NA,NA,21.9,23.1,22.8
ACT,2015,STERLING,harris,HOUSTON,NA,NA,NA,19,20.3,20.3
ACT,2015,STERLING,harris,HOUSTON,18,NA,NA,15.3,18.5,16.9
ACT,2015,STERLING CITY,sterling,SAN ANGELO,NA,NA,NA,17.5,20.1,19.3
ACT,2015,STEVENS,bexar,SAN ANTONIO,NA,NA,NA,16.9,18.9,18.4
ACT,2015,STOCKDALE,wilson,SAN ANTONIO,NA,NA,NA,22.3,22.7,22.4
ACT,2015,STONY POINT,williamson,AUSTIN,NA,NA,NA,18.9,20.7,20.3
ACT,2015,STRATFORD,harris,HOUSTON,NA,NA,NA,23.5,23.7,24.1
ACT,2015,STRATFORD,sherman,AMARILLO,NA,NA,NA,19.7,21.2,20.9
ACT,2015,STRAWN SCHOOL,palo pinto,FORT WORTH,20,NA,NA,17.5,17,18
ACT,2015,STUBBLEFIELD LRN CTR,angelina,KILGORE,NA,NA,NA,NA,NA,NA
ACT,2015,SUDAN,lamb,LUBBOCK,NA,NA,NA,18.6,20.3,20.5
ACT,2015,SULPHUR BLUFF ISD,hopkins,MT PLEASANT,NA,18,NA,19.3,21.7,20
ACT,2015,SULPHUR SPRINGS,hopkins,MT PLEASANT,NA,NA,NA,20.5,21.2,21.3
ACT,2015,SUMMER CREEK,harris,HOUSTON,NA,NA,NA,17.6,19.3,18.9
ACT,2015,SUMMIT INTERNATIONAL PREPARATORY,tarrant,FORT WORTH,NA,NA,NA,22.1,21.4,22.2
ACT,2015,SUNDOWN,hockley,LUBBOCK,24,NA,NA,20.7,22.9,22.6
ACT,2015,SUNNYVALE,dallas,RICHARDSON,NA,NA,NA,23.2,22.7,23.6
ACT,2015,SUNRAY,moore,AMARILLO,NA,18,NA,18.1,18.8,19.1
ACT,2015,SUNSET,dallas,RICHARDSON,NA,NA,NA,12.6,15.4,14.6
ACT,2015,SWEENY,brazoria,HOUSTON,NA,22,NA,21,21.7,21.9
ACT,2015,SWEETWATER,nolan,ABILENE,NA,NA,NA,19,20.6,20.3
ACT,2015,TAFT,bexar,SAN ANTONIO,NA,NA,NA,21.6,21.7,21.9
ACT,2015,TAFT,san patricio,CORPUS CHRISTI,17,NA,NA,13.1,16,15.7
ACT,2015,TAHOKA,lynn,LUBBOCK,NA,NA,NA,18.9,20.4,20.4
ACT,2015,TALKINGTON SCHOOL FOR YOUNG WOMEN,lubbock,LUBBOCK,NA,NA,NA,21,19.3,20.6
ACT,2015,TARKINGTON,liberty,HOUSTON,NA,NA,NA,19.7,21.3,21
ACT,2015,TASCOSA,potter,AMARILLO,NA,NA,NA,19.6,21.4,21
ACT,2015,TATUM,rusk,KILGORE,NA,NA,NA,17.8,19.4,19
ACT,2015,TAYLOR,harris,HOUSTON,NA,NA,NA,15.9,17.8,17.7
ACT,2015,TAYLOR,harris,HOUSTON,NA,NA,NA,24.2,24.4,24.8
ACT,2015,TAYLOR,williamson,AUSTIN,NA,NA,NA,17.6,20.4,19.6
ACT,2015,TEAGUE,freestone,WACO,NA,NA,NA,17,20.3,19.2
ACT,2015,TEAM SCH,johnson,FORT WORTH,NA,NA,NA,14.7,16.7,16.7
ACT,2015,TEMPLE,bell,WACO,22,22,NA,20.8,21.6,21.7
ACT,2015,TENAHA SCHOOLS,shelby,KILGORE,NA,NA,NA,13.8,16.8,16
ACT,2015,TERRELL,kaufman,RICHARDSON,NA,19,NA,16.5,18.3,18.3
ACT,2015,TEXAS,bowie,MT PLEASANT,NA,NA,NA,19.9,20.7,20.5
ACT,2015,TEXAS ACADEMY OF BIOMEDICAL,tarrant,FORT WORTH,NA,NA,NA,21.9,22.4,22.8
ACT,2015,TEXAS ACADEMY OF MATHEMATICS & SCI,denton,FORT WORTH,NA,32,NA,32.3,31.8,32.5
ACT,2015,TEXAS CITY,galveston,HOUSTON,18,NA,NA,16.1,18.3,17.7
ACT,2015,TEXAS CONNECTIONS ACADEMY AT HOUST,harris,HOUSTON,NA,NA,NA,21.7,21.6,22.5
ACT,2015,TEXAS EARLY COLLEGE,panola,KILGORE,NA,21,NA,21.8,24.8,22.8
ACT,2015,TEXAS ONLINE PREPARATORY,walker,HUNTSVILLE,NA,NA,NA,21.6,20.8,21.6
ACT,2015,TEXAS VIRTUAL ACADEMY,taylor,ABILENE,NA,NA,NA,24.1,22.8,23.3
ACT,2015,TEXLINE SCHOOL,dallam,AMARILLO,17,NA,NA,14.2,18.6,16.8
ACT,2015,THE COLONY,denton,FORT WORTH,NA,NA,NA,19.4,21.1,20.8
ACT,2015,THE MARY CATHERINE HARRIS SCHOOL-S,brazos,HUNTSVILLE,NA,NA,NA,NA,NA,NA
ACT,2015,THE PHOENIX CHARTER SCHOOL,hunt,RICHARDSON,NA,NA,NA,NA,NA,NA
ACT,2015,THE SCIENCE ACADEMY OF SOUTH TEXAS,cameron,EDINBURG,NA,NA,NA,24.6,25.9,25.9
ACT,2015,THE WOODLANDS,montgomery,HUNTSVILLE,26,NA,NA,25.2,25.2,25.7
ACT,2015,THOMAS JEFFERSON,dallas,RICHARDSON,NA,NA,NA,13.4,15.6,15.3
ACT,2015,THORNDALE,milam,AUSTIN,NA,NA,NA,20.2,21.4,21.4
ACT,2015,THRALL,williamson,AUSTIN,NA,18,NA,18.6,21.2,19.7
ACT,2015,THREE RIVERS JR/SR,live oak,CORPUS CHRISTI,NA,NA,NA,16,18.1,17.6
ACT,2015,THROCKMORTON SCHOOL,throckmorton,WICHITA FALLS,20,NA,NA,19.2,21.1,20.4
ACT,2015,THURGOOD MARSHALL,fort bend,HOUSTON,NA,NA,NA,13.8,16.6,15.7
ACT,2015,TIDEHAVEN,matagorda,VICTORIA,NA,NA,NA,19.4,21.6,21
ACT,2015,TIMBER CREEK,tarrant,FORT WORTH,22,NA,NA,21.6,22.4,22.4
ACT,2015,TIMPSON,shelby,KILGORE,NA,NA,NA,16.6,20,18.8
ACT,2015,TIVY,kerr,SAN ANTONIO,NA,NA,NA,22.7,23.3,23.7
ACT,2015,TOLAR,hood,FORT WORTH,NA,NA,NA,21.3,22.1,22
ACT,2015,TOM BEAN,grayson,RICHARDSON,NA,NA,NA,19.7,21.7,21
ACT,2015,TOMBALL,harris,HOUSTON,NA,NA,NA,21.4,22.4,22.4
ACT,2015,TOMBALL MEMORIAL,harris,HOUSTON,NA,NA,NA,20.9,22.1,22.1
ACT,2015,TOP OF TEXAS ACCELERATED EDUCATION,ochiltree,AMARILLO,15,15,NA,13.7,15.3,15
ACT,2015,TORNILLO,el paso,EL PASO,NA,NA,NA,16.3,17.3,16
ACT,2015,TRANSFORMATIVE CHARTER ACADEMY,bell,WACO,NA,NA,NA,NA,NA,NA
ACT,2015,TRANSMOUNTAIN EARLY COLLEGE,el paso,EL PASO,NA,NA,NA,20.2,20.5,20.7
ACT,2015,TRAVIS,travis,AUSTIN,NA,NA,NA,14.9,17.3,16.7
ACT,2015,TRAVIS B BRYAN,brazos,HUNTSVILLE,NA,NA,NA,19.6,21.6,21
ACT,2015,TRAVIS EARLY COLLEGE,bexar,SAN ANTONIO,NA,NA,NA,17.8,18.2,18.2
ACT,2015,TREETOPS SCHOOL INTERNATIONAL,tarrant,FORT WORTH,NA,NA,NA,22.3,17.3,20.3
ACT,2015,TRENT INDEPENDENT SCHOOL DISTRICT,taylor,ABILENE,18,NA,NA,17.5,18.3,18.2
ACT,2015,TRENTON,fannin,RICHARDSON,NA,NA,NA,22.5,25.6,24.3
ACT,2015,TRIMBLE TECHNICAL,tarrant,FORT WORTH,NA,NA,NA,17.6,17.7,18.3
ACT,2015,TRINIDAD GARZA EARLY COLLEGE AT MT,dallas,RICHARDSON,NA,NA,NA,18.2,20.4,19.8
ACT,2015,TRINIDAD SCHOOL,henderson,KILGORE,24,NA,NA,22,23,22.5
ACT,2015,TRINITY,tarrant,FORT WORTH,NA,NA,NA,20.5,21.8,21.6
ACT,2015,TRINITY,trinity,HUNTSVILLE,NA,NA,NA,16.9,19,18.5
ACT,2015,TROUP,smith,KILGORE,NA,NA,NA,18.5,19.5,19.4
ACT,2015,TROY,bell,WACO,NA,NA,NA,18.2,19.4,19.3
ACT,2015,TULIA,swisher,AMARILLO,NA,NA,NA,18.5,19.4,19.6
ACT,2015,TULOSO-MIDWAY,nueces,CORPUS CHRISTI,NA,NA,NA,20.6,21.5,21.4
ACT,2015,TURNER,dallas,RICHARDSON,NA,NA,NA,17.8,20.3,19.5
ACT,2015,UNION GROVE,upshur,KILGORE,NA,NA,NA,18,19.3,19
ACT,2015,UNION HILL,upshur,KILGORE,NA,NA,NA,20.4,18.9,19.2
ACT,2015,UNITED,webb,EDINBURG,NA,NA,NA,19,20,20
ACT,2015,UNITED SOUTH,webb,EDINBURG,NA,NA,NA,15.6,17.7,17.1
ACT,2015,UNIVERSAL ACADEMY,dallas,RICHARDSON,NA,NA,NA,NA,NA,NA
ACT,2015,UNIVERSITY,mclennan,WACO,NA,NA,NA,16.8,19,18.6
ACT,2015,UNIVERSITY,travis,AUSTIN,NA,26,NA,21.5,18.8,21
ACT,2015,UNIVERSITY OF TEXAS AT AUSTIN,travis,AUSTIN,NA,25,NA,23.4,22,23.3
ACT,2015,UPLIFT EDUCATION-HAMPTON PREP,dallas,RICHARDSON,NA,NA,NA,17.5,18.8,18.4
ACT,2015,UPLIFT EDUCATION-NORTH HILLS PREP,dallas,RICHARDSON,NA,NA,NA,25.5,25.1,25.8
ACT,2015,UPLIFT EDUCATION-PEAK PREP,dallas,RICHARDSON,NA,NA,NA,19.2,19.3,19.3
ACT,2015,UPLIFT EDUCATION-WILLIAMS PREP,dallas,RICHARDSON,NA,NA,NA,18.2,20.1,19.2
ACT,2015,UTOPIA SCHOOL,uvalde,SAN ANTONIO,NA,NA,NA,21.5,21.5,21.3
ACT,2015,UVALDE,uvalde,SAN ANTONIO,NA,NA,NA,15.8,19.4,18.3
ACT,2015,VALENTINE SCHOOL,jeff davis,MIDLAND,NA,NA,NA,20,19,20
ACT,2015,VALLE VERDE EARLY COLLEGE,el paso,EL PASO,22,NA,NA,20.4,22.2,21.9
ACT,2015,VALLEY MILLS,bosque,WACO,NA,NA,NA,20.7,21.7,22.3
ACT,2015,VALLEY SCHOOL,hall,AMARILLO,NA,NA,NA,18.5,20.8,20.3
ACT,2015,VALLEY VIEW,cooke,FORT WORTH,NA,NA,NA,22.3,24,23.9
ACT,2015,VALLEY VIEW,hidalgo,EDINBURG,NA,NA,NA,16.4,19.1,18
ACT,2015,VAN,van zandt,KILGORE,NA,NA,NA,20,21,20.9
ACT,2015,VAN ALSTYNE,grayson,RICHARDSON,NA,NA,NA,21.8,22.4,22.1
ACT,2015,VAN HORN SECONDARY,culberson,MIDLAND,NA,NA,NA,17.4,18.5,18.2
ACT,2015,VAN VLECK,matagorda,VICTORIA,NA,NA,NA,18,20.4,19.7
ACT,2015,VANDEGRIFT,williamson,AUSTIN,NA,NA,NA,25.5,25.8,26
ACT,2015,VANGUARD ACADEMY,hidalgo,EDINBURG,NA,NA,NA,20.6,21.4,21
ACT,2015,VEGA,oldham,AMARILLO,NA,21,NA,19.4,20.6,20.4
ACT,2015,VENTURE ALTER,tarrant,FORT WORTH,NA,NA,NA,15.7,18,17.3
ACT,2015,VENUS,johnson,FORT WORTH,NA,NA,NA,16.9,19.8,19.2
ACT,2015,VERIBEST,tom green,SAN ANGELO,NA,NA,NA,18.3,18.1,19.1
ACT,2015,VERNON,wilbarger,WICHITA FALLS,NA,NA,NA,18.8,19.9,19.7
ACT,2015,VETERANS MEMORIAL,cameron,EDINBURG,NA,NA,NA,18.8,19.8,19.6
ACT,2015,VETERANS MEMORIAL,hidalgo,EDINBURG,NA,NA,NA,17.1,18.8,18.5
ACT,2015,VICTORIA EAST,victoria,VICTORIA,NA,NA,NA,20,20.5,20.5
ACT,2015,VICTORIA WEST,victoria,VICTORIA,NA,NA,NA,18.4,19.6,19.3
ACT,2015,VICTORY EARLY COLLEGE,harris,HOUSTON,NA,NA,NA,19.7,20.4,20.8
ACT,2015,VICTORY PREP,harris,HOUSTON,NA,NA,NA,NA,NA,NA
ACT,2015,VICTORY PREPARATORY ACADEMY,harris,HOUSTON,14,NA,NA,13.3,13,14.7
ACT,2015,VIDOR,orange,BEAUMONT,NA,NA,NA,22.6,23.1,23.1
ACT,2015,VIRGINIA ALLRED STACEY JR/SR,bexar,SAN ANTONIO,NA,NA,NA,22.2,21.8,22.2
ACT,2015,VISTA ACADEMY OF AMARILLO,taylor,ABILENE,NA,NA,NA,19.5,23.5,22
ACT,2015,VISTA RIDGE,williamson,AUSTIN,NA,NA,NA,22.8,23.5,23.6
ACT,2015,W H ADAMSON,dallas,RICHARDSON,NA,NA,NA,13.1,15.3,14.8
ACT,2015,W T WHITE,dallas,RICHARDSON,NA,NA,NA,15.2,17.1,16.7
ACT,2015,W W SAMUELL,dallas,RICHARDSON,NA,NA,NA,11.1,14.3,13.5
ACT,2015,WACO,mclennan,WACO,NA,NA,NA,15.7,17.5,17
ACT,2015,WAKELAND,collin,RICHARDSON,24,NA,NA,23.7,24,24.2
ACT,2015,WALL,tom green,SAN ANGELO,NA,NA,NA,21.6,22.6,22.8
ACT,2015,WALLACE ACCELERATED,mitchell,ABILENE,NA,NA,NA,NA,NA,NA
ACT,2015,WALLER,waller,HOUSTON,NA,NA,NA,17.9,19.6,19.2
ACT,2015,WALTRIP,harris,HOUSTON,NA,NA,NA,15.4,17.6,16.9
ACT,2015,WARREN,bexar,SAN ANTONIO,NA,NA,NA,18.7,20.5,20.2
ACT,2015,WARREN,tyler,BEAUMONT,NA,NA,NA,17.8,18.8,18.5
ACT,2015,WASHINGTON B T,harris,HOUSTON,NA,NA,NA,16.8,18.3,18.2
ACT,2015,WASKOM,harrison,KILGORE,NA,NA,NA,18.4,18.1,19
ACT,2015,WATER VALLEY,tom green,SAN ANGELO,NA,NA,NA,18.6,21.5,20.3
ACT,2015,WAXAHACHIE,ellis,RICHARDSON,NA,NA,NA,21,21.7,21.8
ACT,2015,WAXAHACHIE FAITH FAMILY ACADEMY,ellis,RICHARDSON,20,NA,NA,18,24.5,21.5
ACT,2015,WAXAHACHIE GLOBAL,ellis,RICHARDSON,NA,NA,NA,24.5,23.5,24.4
ACT,2015,WEATHERFORD,parker,FORT WORTH,NA,NA,NA,20.2,22.2,21.3
ACT,2015,WEIMAR,colorado,VICTORIA,NA,NA,NA,22.5,22,22.5
ACT,2015,WELLINGTON,collingsworth,AMARILLO,NA,21,NA,19,21,20.6
ACT,2015,WELLMAN-UNION SCHOOL,terry,LUBBOCK,NA,NA,NA,22.6,22.6,23
ACT,2015,WESLACO,hidalgo,EDINBURG,NA,18,NA,16.1,18.8,17.8
ACT,2015,WESLACO EAST,hidalgo,EDINBURG,NA,NA,NA,15.9,18.8,17.7
ACT,2015,WEST,mclennan,WACO,NA,NA,NA,20.3,22.6,21.6
ACT,2015,WEST BROOK SR,jefferson,BEAUMONT,NA,NA,NA,22.4,22.3,22.6
ACT,2015,WEST COLUMBIA CHARTER SCH,bexar,SAN ANTONIO,NA,NA,NA,NA,NA,NA
