school,county,lat,lon,complvl_num,conf,complvl
LITTLE ELM,denton,33.181484,-96.907019,2,4,Region
LITTLEFIELD,lamb,33.916485,-102.34253,1,3,Region
LIVINGSTON,polk,30.71721,-94.966961,3,4,Region
LLANO,llano,30.732967,-98.681851,4,3,Region
LOCKHART,caldwell,29.872594,-97.677369,4,4,Region
LOCKNEY,floyd,34.12102,-101.446508,1,2,Region
LONDON,nueces,27.68894,-97.479511,4,1,Region
LONE OAK,hunt,32.986056,-95.931176,3,2,Region
LONE STAR,denton,33.19111,-96.86629,2,3,Region
LONGVIEW,gregg,32.544968,-94.743574,2,5,Region
LOS FRESNOS,cameron,26.074714,-97.482913,4,5,Region
LOVEJOY,collin,33.101881,-96.613431,2,3,Region
LUBBOCK,lubbock,33.578611,-101.860861,1,5,Region
LUFKIN,angelina,31.335757,-94.687814,2,5,Region
LULING,caldwell,29.677839,-97.654262,4,3,Region
LUMBERTON,hardin,30.238024,-94.196281,3,4,Region
LYFORD,willacy,26.409885,-97.799253,4,3,Region
LYTLE,medina,29.236923,-98.807006,4,3,Region
MABANK,kaufman,32.372524,-96.110146,2,3,Region
MACARTHUR,bexar,29.5293,-98.44085,4,5,Region
MADISON,bexar,29.581719,-98.391303,4,5,Region
MADISONVILLE,madison,30.945,-95.905634,3,3,Region
MAGNOLIA,montgomery,30.227815,-95.687105,2,5,Region
MALAKOFF,henderson,32.175978,-96.034366,2,2,Region
MANOR,travis,30.353329,-97.562329,3,4,Region
MANSFIELD,tarrant,32.573989,-97.090384,1,6,Region
MANVEL,brazoria,29.47208,-95.36514,3,4,Region
MARCUS,denton,33.064443,-97.062779,1,5,Region
MARION,guadalupe,29.567002,-98.141147,4,3,Region
MARSHALL,bexar,29.513856,-98.620165,4,5,Region
MART,mclennan,31.541492,-96.828088,3,2,Region
MARTIN,webb,27.518485,-99.505431,1,5,Region
MASON,mason,30.743288,-99.241911,4,2,Region
MATHIS,san patricio,28.08435,-97.813314,4,2,Region
MAY,nueces,27.753053,-97.394459,2,1,Region
MCALLEN,hidalgo,26.226353,-98.238343,4,6,Region
MCCALLUM,bexar,29.343467,-98.512276,3,4,Region
MCCAMEY,upton,31.126384,-102.219796,1,1,Region
MCCOLLUM,bexar,29.343467,-98.512276,4,4,Region
MCGREGOR,mclennan,31.427047,-97.405031,2,2,Region
MCKINNEY,collin,33.188204,-96.632484,2,4,Region
MCKINNEY NORTH,collin,33.23079,-96.642368,2,4,Region
MCLEOD,cass,32.948789,-94.083276,3,1,Region
MCNEIL,travis,30.449115,-97.732611,2,5,Region
MEDINA VALLEY,medina,29.344272,-98.839257,4,4,Region
MELISSA,collin,33.291097,-96.576374,2,2,Region
MEMORIAL,harris,29.780637,-95.523794,3,5,Region
MEMPHIS,hall,34.735251,-100.548754,1,1,Region
MENARD,menard,30.91341,-99.790401,2,1,Region
MERIDIAN,bosque,31.92703,-97.653509,3,1,Region
MESQUITE,dallas,32.765474,-96.595991,2,5,Region
MIDLAND,midland,31.999754,-102.08437,1,5,Region
MIDLOTHIAN,ellis,32.49141,-96.993961,2,4,Region
MIDLOTHIAN HERITAGE,ellis,32.487544,-96.943673,1,4,Region
MIDWAY,mclennan,31.483524,-97.199404,2,4,Region
MILANO,milam,30.713661,-96.86958,4,1,Region
MILDRED,navarro,32.03589,-96.378056,2,2,Region
MILES,runnels,31.605446,-100.186383,2,1,Region
MINEOLA,wood,32.670662,-95.500273000000007,2,3,Region
MINERAL WELLS,palo pinto,32.816884,-98.07774,1,3,Region
MISSION,hidalgo,26.223409,-98.329881,4,4,Region
MISSION EARLY COLLEGE,el paso,31.679061,-106.26542,1,5,Region
MONAHANS,ward,31.586865,-102.893073,1,3,Region
MONTGOMERY,montgomery,30.387458,-95.721473,3,4,Region
MONTWOOD,el paso,31.762661,-106.276636,1,5,Region
MOODY,mclennan,31.285147,-97.367952,2,2,Region
MOULTON,lavaca,29.57887,-97.147471,4,1,Region
MOUNT PLEASANT,titus,33.177269,-94.990102,2,4,Region
MOUNTAIN VIEW,el paso,31.79735,-106.158507,1,4,Region
MUENSTER,cooke,33.656091,-97.374628,2,1,Region
MULESHOE,bailey,34.226205,-102.728625,1,3,Region
MULLIN,mills,31.555939,-98.670882,4,1,Region
NAAMAN FOREST,dallas,32.957845,-96.63769,2,5,Region
NACOGDOCHES,nacogdoches,31.643311,-94.621646,3,4,Region
NATALIA,medina,29.187649,-98.854026,4,2,Region
NAVARRO,guadalupe,29.656107,-97.967026,4,2,Region
NAVASOTA,grimes,30.400588,-96.06911,3,3,Region
NECHES,anderson,31.874884,-95.47581,3,1,Region
NEDERLAND,jefferson,29.982055,-94.011981,3,4,Region
NEEDVILLE,fort bend,29.37069,-95.80059,4,3,Region
NEW BOSTON,bowie,33.456898,-94.420033,2,3,Region
NEW BRAUNFELS,comal,29.718688,-98.14995,4,4,Region
NEW CANEY,montgomery,30.132424,-95.221678,3,4,Region
NEW DEAL,lubbock,33.731329,-101.839759,1,1,Region
NEW DIANA,upshur,32.708613,-94.751388,3,2,Region
NEW HOME,williamson,30.573799,-97.852119,1,1,Region
NEW WAVERLY,walker,30.523605,-95.486234,4,2,Region
NIXON,webb,27.52623,-99.475216,4,5,Region
NIXON SMILEY,gonzales,29.275452,-97.76461,4,2,Region
NOCONA,montague,33.797303,-97.729873,1,2,Region
NORMANGEE,leon,31.026895,-96.123415,4,1,Region
NORTH CROWLEY,tarrant,32.610056,-97.394814,1,5,Region
NORTH DALLAS,dallas,32.810317,-96.79512,2,4,Region
NORTH FORNEY,kaufman,32.765313,-96.406797,2,3,Region
NORTH HOPKINS,hopkins,33.271232,-95.619107,3,1,Region
NORTH LAMAR,lamar,33.692585,-95.55164,2,4,Region
NORTH MESQUITE,dallas,32.80904,-96.629249,2,5,Region
NORTH SIDE,tarrant,32.78398,-97.371886,1,5,Region
NORTHSIDE,tarrant,32.78398,-97.371886,2,1,Region
NORTHWEST,denton,33.025181,-97.313424,2,4,Region
OAK RIDGE,montgomery,30.170968,-95.443717,2,5,Region
OAKWOOD,leon,31.587178,-95.853531,3,1,Region
ODEM,san patricio,27.950584,-97.590051,4,2,Region
ODESSA,ector,31.851308,-102.382562,1,5,Region
ORANGE GROVE,jim wells,27.950272,-97.940214,4,3,Region
ORE CITY,upshur,32.807173,-94.720556,3,2,Region
OVERTON,rusk,32.27628,-94.977991,3,1,Region
OZONA,crockett,30.713734,-101.201105,1,2,Region
PALACIOS,matagorda,28.70726,-96.23617,4,3,Region
PALESTINE,anderson,31.738192,-95.604569,3,3,Region
PALMER,ellis,32.428071,-96.683125,2,2,Region
PAMPA,gray,35.550377,-100.964504,1,4,Region
PANHANDLE,carson,35.352088,-101.383062,1,2,Region
PARADISE,wise,33.14471,-97.694061,2,2,Region
PARIS,lamar,33.64068,-95.53285,2,3,Region
PARKLAND,el paso,31.902358,-106.402197,1,4,Region
PASCHAL,tarrant,32.707873,-97.350733,1,5,Region
PEARCE,dallas,32.972643,-96.768258,2,4,Region
PEARLAND,brazoria,29.538787,-95.270268,3,5,Region
PEARSALL,frio,28.902817,-99.08884,4,3,Region
PEASTER,parker,32.869291,-97.865968,2,2,Region
PECOS,reeves,31.413818,-103.503688,1,3,Region
PERMIAN,ector,31.886886,-102.357691,1,5,Region
PERRYTON,ochiltree,36.388202,-100.816167,1,3,Region
PEWITT,morris,33.185449,-94.711213,3,2,Region
PFLUGERVILLE,travis,30.444395,-97.632462,4,5,Region
PILOT POINT,denton,33.410711,-96.947887,1,3,Region
PINE TREE,gregg,32.515781,-94.780685,3,4,Region
PLAINS,yoakum,33.189068,-102.82558,1,1,Region
PLAINVIEW,hale,34.196976,-101.725467,1,4,Region
PLANO,llano,30.732967,-98.681851,1,5,Region
PLANO EAST SR,collin,33.03914,-96.64562,2,5,Region
PLANO SR,collin,33.029036,-96.752083,2,5,Region
PLEASANT GROVE,bowie,33.464873,-94.110108,2,3,Region
PLEASANTON,atascosa,28.965947,-98.467539,4,3,Region
PONDER,denton,33.185284,-97.291466,2,2,Region
POOLVILLE,parker,32.972401,-97.860985,2,1,Region
PORT ARANSAS,nueces,27.83238,-97.060292,4,1,Region
PORT NECHES-GROVES,jefferson,29.98876,-93.953353,3,4,Region
PORTER,montgomery,30.11833,-95.269691,4,5,Region
POST,garza,33.184848,-101.381032,1,2,Region
POTEET,atascosa,29.047297,-98.565937,2,4,Region
POTH,wilson,29.075261,-98.081582,4,2,Region
POTTSBORO,grayson,33.76467,-96.6525,2,2,Region
PRAIRIE VALLEY,montague,33.893654,-97.724,2,1,Region
PRAIRILAND,lamar,33.573413,-95.392665,2,2,Region
PRESIDIO,presidio,29.552206,-104.356111,1,3,Region
PRINCETON,collin,33.173435,-96.488518,2,3,Region
PROGRESO,hidalgo,26.098713,-97.957445,4,3,Region
PROSPER,collin,33.2486,-96.7884,2,2,Region
QUANAH,hardeman,34.294242,-99.745546,1,1,Region
QUEEN CITY,cass,33.149998,-94.137393,3,2,Region
QUITMAN,wood,32.797596,-95.427737,3,2,Region
RAINS,rains,32.890475,-95.790372,2,3,Region
RALLS,crosby,33.681245,-101.380587,1,1,Region
RANCHVIEW,dallas,32.918611,-96.945226,1,3,Region
RANDALL,randall,35.11391,-101.899488,1,4,Region
RANDOLPH,bexar,29.527682,-98.295646,4,2,Region
RANGER,denton,33.369494,-97.160243,2,1,Region
RANKIN,upton,31.229172,-101.941216,1,1,Region
RAY,nueces,27.753053,-97.394459,4,4,Region
RAYBURN,fannin,33.768151,-96.10456,3,1,Region
RAYMONDVILLE,willacy,26.46872,-97.775221,4,3,Region
REAGAN,bexar,29.619263,-98.488156,4,5,Region
RED OAK,ellis,32.512021,-96.803575,2,4,Region
REDWATER,bowie,33.365337,-94.248794,3,2,Region
REFUGIO,refugio,28.314549,-97.275031,4,2,Region
RICHARDSON,dallas,32.951842,-96.762249,2,5,Region
RIDER,wichita,33.862402,-98.56869,1,4,Region
RIDGE POINT,fort bend,29.48375,-95.515071,3,5,Region
RIO GRANDE CITY,starr,26.407631,-98.762724,4,5,Region
RIVER ROAD,potter,35.30773,-101.832972,1,2,Region
RIVERCREST,red river,33.471798,-95.220646,3,1,Region
RIVERSIDE,el paso,31.733811,-106.372636,1,4,Region
ROBINSON,mclennan,31.46195,-97.121801,3,3,Region
ROBSTOWN,nueces,27.801235,-97.676748,4,3,Region
ROCKDALE,milam,30.651977,-97.017393,3,3,Region
ROCKPORT-FULTON,aransas,28.04139,-97.04492,4,4,Region
ROCKSPRINGS,edwards,30.016801,-100.204883,4,1,Region
ROCKWALL,rockwall,32.904942,-96.458371,2,5,Region
ROCKWALL-HEATH,rockwall,32.84624,-96.472381,2,5,Region
ROGERS,bell,30.932405,-97.22737,4,2,Region
ROMA,starr,26.443172,-99.026311,4,4,Region
ROOSEVELT,lubbock,33.582961,-101.674734,4,5,Region
ROSEBUD-LOTT,falls,31.139078,-97.00668,3,2,Region
ROTAN,fisher,32.852744,-100.464446,2,1,Region
ROUND TOP-CARMINE,fayette,30.143919,-96.68137,4,1,Region
ROWLETT,dallas,32.902184,-96.554057,2,5,Region
ROYAL,waller,29.80277,-95.969491,3,3,Region
ROYSE CITY,hunt,32.974033,-96.292017,2,3,Region
RUSK,cherokee,31.781633,-95.143978,3,3,Region
RYAN,denton,33.211542,-97.075864,1,5,Region
SABINAL,uvalde,29.326395,-99.472076,4,1,Region
SABINE,gregg,32.446246,-94.951818,2,3,Region
SACHSE,dallas,32.96145,-96.586641,2,5,Region
SAGINAW,tarrant,32.8526,-97.3454,1,4,Region
SAINT JO,montague,33.690885,-97.522223,3,1,Region
SALADO,bell,30.9663,-97.538861,4,2,Region
SAN AUGUSTINE,san augustine,31.535399,-94.099797,3,2,Region
SAN BENITO,cameron,26.141946,-97.651938,4,5,Region
SAN DIEGO,duval,27.754715,-98.246526,4,3,Region
SAN ISIDRO,starr,26.71702,-98.453559,4,1,Region
SAN MARCOS,hays,29.82269,-97.947791,4,5,Region
SAN SABA,san saba,31.195793,-98.72771,1,2,Region
SANDERSON,travis,30.375754,-97.753617,1,1,Region
SANFORD-FRITCH,hutchinson,35.645372,-101.580425,1,2,Region
SANGER,denton,33.369494,-97.160243,1,3,Region
SANTA GERTRUDIS ACADEMY,kleberg,27.522454,-97.881569,4,2,Region
SANTA ROSA,cameron,26.253452,-97.823834,4,2,Region
SANTO,palo pinto,32.605209,-98.210488,2,1,Region
SAVOY,fannin,33.601052,-96.369234,3,1,Region
SCARBOROUGH,harris,29.829261,-95.470797,3,4,Region
SCURRY-ROSSER,kaufman,32.513825,-96.382556,2,2,Region
SEAGOVILLE,dallas,32.677602,-96.58369,2,4,Region
SEALY,austin,29.762086,-96.17435,3,3,Region
SEGUIN,guadalupe,29.575921,-97.947206,1,4,Region
SEMINOLE,gaines,32.722953,-102.670232,1,3,Region
SEVEN LAKES,fort bend,29.707876,-95.80752,3,4,Region
SEYMOUR,baylor,33.592187,-99.245872,1,2,Region
SHALLOWATER,lubbock,33.694644,-101.991052,1,2,Region
SHAMROCK,wheeler,35.214347,-100.239457,1,1,Region
SHARYLAND,hidalgo,26.21239,-98.284048,4,5,Region
SHARYLAND PIONEER,hidalgo,26.300144,-98.266298,4,5,Region
SHEPHERD,san jacinto,30.495138,-94.99667,3,3,Region
SHERMAN,grayson,33.643629,-96.58308,1,4,Region
SHINER,lavaca,29.445729,-97.184692,4,1,Region
SILSBEE,hardin,30.344707,-94.148121,3,3,Region
SINTON,san patricio,28.040674,-97.496647,4,3,Region
SKIDMORE-TYNAN,bee,28.25562,-97.687731,4,2,Region
SLATON,lubbock,33.436311,-101.660289,1,2,Region
SLOCUM,anderson,31.63181,-95.462461,4,1,Region
SMITH,dallas,32.979363,-96.891554,2,4,Region
SMITHSON VALLEY,comal,29.802641,-98.36005,4,4,Region
SMITHVILLE,bastrop,29.997995,-97.166184,3,3,Region
SNYDER,scurry,32.702533,-100.929153,1,3,Region
SOCORRO,el paso,31.658789,-106.293095,1,5,Region
SOMERSET,bexar,29.229111,-98.650833,4,3,Region
SONORA,sutton,30.55663,-100.637191,1,2,Region
SOUTH GRAND PRAIRIE,dallas,32.695314,-97.005577,1,5,Region
SOUTH OAK CLIFF,dallas,32.699658,-96.81522,2,4,Region
SOUTH SAN ANTONIO,bexar,29.349565,-98.548363,4,4,Region
SOUTHSIDE,bexar,29.234092,-98.474901,4,4,Region
SOUTHWEST,bexar,29.307748,-98.672806,4,5,Region
SPEARMAN,hansford,36.185861,-101.187603,1,2,Region
SPLENDORA,montgomery,30.247654,-95.197659,3,3,Region
SPRING HILL,gregg,32.564389,-94.795315,2,3,Region
SPRINGTOWN,parker,32.965236,-97.698258,1,4,Region
SPURGER,tyler,30.69517,-94.178587,4,1,Region
STAFFORD,jones,32.940139,-99.793332,4,3,Region
STAMFORD,jones,32.940139,-99.793332,1,2,Region
STANTON,martin,32.13065,-101.80521,1,2,Region
STEPHENVILLE,erath,32.21687,-98.236581,1,4,Region
STERLING,harris,29.636206,-95.322675,3,4,Region
STERLING CITY,sterling,31.84051,-100.988696,2,1,Region
STOCKDALE,wilson,29.230528,-97.961084,4,2,Region
STRATFORD,sherman,36.341086,-102.076303,3,5,Region
SUDAN,lamb,34.063059,-102.529376,1,1,Region
SULPHUR SPRINGS,hopkins,33.138137,-95.619352,2,4,Region
SUNDOWN,hockley,33.4599,-102.485968,1,1,Region
SUNNYVALE,dallas,32.795284,-96.561099,2,2,Region
SWEENY,brazoria,29.0497,-95.70536,4,3,Region
SWEETWATER,nolan,32.480268,-100.40519,1,3,Region
TAFT,san patricio,27.987395,-97.388512,4,2,Region
TAHOKA,lynn,33.169443,-101.806945,1,2,Region
TARKINGTON,liberty,30.31493,-94.963471,3,3,Region
TATUM,rusk,32.321275,-94.516974,3,2,Region
TAYLOR,williamson,30.54928,-97.431261,3,5,Region
TEAGUE,freestone,31.633584,-96.263439,3,2,Region
TEMPLE,bell,31.106923,-97.353588,2,5,Region
TERRELL,kaufman,32.762571,-96.28008,2,5,Region
THE COLONY,denton,33.075876,-96.887042,2,4,Region
THE WOODLANDS,montgomery,30.194371,-95.50343,2,5,Region
THORNDALE,milam,30.616197,-97.206589,4,1,Region
THRALL,williamson,30.589694,-97.295725,4,1,Region
TIMBER CREEK,tarrant,32.94948,-97.28698,1,6,Region
TIMPSON,shelby,31.906425,-94.38956,3,1,Region
TIVY,kerr,30.037547,-99.109162,4,4,Region
TLC ACADEMY,tom green,31.4379,-100.5056,1,1,Region
TOLAR,hood,32.381971,-97.931932,2,1,Region
TOM BEAN,grayson,33.527551,-96.497855,2,2,Region
TOMBALL MEMORIAL,harris,30.033813,-95.634521,3,3,Region
TORNILLO,el paso,31.460883,-106.090759,1,3,Region
TRAVIS,travis,30.234386,-97.744723,4,4,Region
TRENTON,fannin,33.426788,-96.341188,3,1,Region
TRINITY,trinity,30.959238,-95.35244,3,2,Region
TROUP,smith,32.153703,-95.112421,3,2,Region
TROY,bell,31.210753,-97.306383,2,2,Region
TULIA,swisher,34.542038,-101.757699,1,2,Region
TULOSO-MIDWAY,nueces,27.829209,-97.57543,4,4,Region
TURNER,dallas,32.947734,-96.891431,2,5,Region
UNION GROVE,upshur,32.56917,-94.923071,3,2,Region
UNION HILL,upshur,32.812723,-94.97967,3,1,Region
UNITED,webb,27.62445,-99.46563,4,5,Region
UNITED SOUTH,webb,27.477495,-99.450386,4,5,Region
UVALDE,uvalde,29.220683,-99.781995,4,4,Region
VALLEY MILLS,mclennan,31.645663,-97.453589,3,1,Region
VALLEY VIEW,cooke,33.481167,-97.161779,2,1,Region
VAN,van zandt,32.535657,-95.638351,2,3,Region
VAN ALSTYNE,grayson,33.439441,-96.584935,2,3,Region
VAN VLECK,matagorda,29.017084,-95.887402,4,2,Region
VANDEGRIFT,travis,30.39665,-97.826601,1,3,Region
VEGA,oldham,35.25021,-102.41886,1,1,Region
VELA,oldham,35.25021,-102.41886,4,5,Region
VENUS,johnson,32.425299,-97.103375,1,3,Region
VERIBEST,tom green,31.47721,-100.258805,2,1,Region
VERNON,wilbarger,34.147649,-99.31295,1,3,Region
VETERANS MEMORIAL,hidalgo,26.24196,-98.315393,4,4,Region
VICTORIA WEST,victoria,28.861185,-97.033494,4,4,Region
VISTA RIDGE,williamson,30.516798,-97.786159,4,4,Region
WAKELAND,denton,33.168295,-96.845707,2,3,Region
WALL,tom green,31.373268,-100.308504,1,2,Region
WALLER,harris,30.078599,-95.920344,3,4,Region
WALTRIP,harris,29.818407,-95.432245,3,4,Region
WARREN,tyler,30.612306,-94.392074,3,2,Region
WASKOM,harrison,32.47541,-94.072014,3,2,Region
WATER VALLEY,tom green,31.66791,-100.718524,2,1,Region
WAXAHACHIE,ellis,32.4138,-96.837191,2,4,Region
WEIMAR,colorado,29.703953,-96.788001,4,2,Region
WELLINGTON,collingsworth,34.848674,-100.214353,1,1,Region
WELLS,cherokee,31.487771,-94.937589,4,1,Region
WESLACO,hidalgo,26.167878,-98.000573,4,5,Region
WESLACO EAST,hidalgo,26.152364,-97.969948,4,4,Region
WEST HARDIN,hardin,30.258099,-94.561799,3,2,Region
WEST ORANGE-STARK,orange,30.075836,-93.766465,3,3,Region
WEST RUSK,rusk,32.23925,-94.941012,3,2,Region
WEST SABINE,sabine,31.249979,-93.983182,3,2,Region
WEST TEXAS,hutchinson,35.825721,-101.449461,1,2,Region
WESTERN HILLS,tarrant,32.717908,-97.456182,1,4,Region
WESTFIELD,harris,30.007244,-95.446904,3,5,Region
WESTLAKE,travis,30.276152,-97.81564,2,5,Region
WESTSIDE,harris,29.754148,-95.638114,3,5,Region
WESTWOOD,anderson,31.739049,-95.605141,2,5,Region
WHARTON,wharton,29.328142,-96.091922,4,3,Region
WHEATLEY,harris,29.771918,-95.319759,3,4,Region
WHITE DEER,carson,35.429244,-101.172967,1,1,Region
WHITE OAK,gregg,32.532006,-94.860993,2,3,Region
WHITEFACE,cochran,33.600784,-102.618182,1,1,Region
WHITEHOUSE,smith,32.232353,-95.213833,3,4,Region
WHITESBORO,grayson,33.661711,-96.923002,1,3,Region
WHITEWRIGHT,grayson,33.504622,-96.395729,2,2,Region
WHITNEY,hill,31.961848,-97.321328,2,3,Region
WICHITA FALLS,wichita,33.893695,-98.517041,1,4,Region
WILLIS,montgomery,30.392317,-95.477105,3,4,Region
WILLS POINT,van zandt,32.70792,-96.029318,2,3,Region
WIMBERLEY,hays,30.00529,-98.115710000000007,4,3,Region
WINDTHORST,archer,33.574716,-98.439533,2,1,Region
WINK,winkler,31.753881,-103.151986,1,1,Region
WINN,winkler,31.753881,-103.151986,4,5,Region
WINNSBORO,wood,32.953055,-95.295489,2,3,Region
WINONA,smith,32.491885,-95.183777,3,2,Region
WINTERS,runnels,31.965761,-99.960472,2,1,Region
WODEN,nacogdoches,31.504731,-94.529061,3,2,Region
WOLFE CITY,hunt,33.367506,-96.074996,2,2,Region
WOODSBORO,refugio,28.233801,-97.321546,4,1,Region
WOODVILLE,tyler,30.78559,-94.43413,3,2,Region
WORTHAM,freestone,31.78915,-96.465231,3,1,Region
WYLIE,collin,33.009604,-96.572214,1,3,Region
WYLIE EAST,collin,33.016032,-96.495785,2,3,Region
YOAKUM,dewitt,29.290327,-97.159198,4,3,Region
YORKTOWN,dewitt,28.979478,-97.507562,4,2,Region
YSLETA,el paso,31.700124,-106.340765,1,4,Region
ZAPATA,zapata,26.92619,-99.247211,4,3,Region
ABERNATHY,hale,33.83135,-101.847263,0,2,State
ACADEMY,bell,30.982934,-97.345646,0,1,State
ALEDO,parker,32.712426,-97.61627,0,4,State
ALLEN,collin,33.109586,-96.660852,0,5,State
ALPINE,brewster,30.371983,-103.665798,0,2,State
ANDREWS,andrews,32.325672,-102.56782,0,3,State
ARCHER CITY,archer,33.589093,-98.630853,0,1,State
ARGYLE,denton,33.107167,-97.185452,0,2,State
ASPERMONT,stonewall,33.138517,-100.221872,0,1,State
ATHENS,henderson,32.200569,-95.845354,0,4,State
AUSTIN,harris,29.732475,-95.332135,0,4,State
AVERY,red river,33.552444,-94.786687,0,1,State
AZLE,tarrant,32.914211,-97.540027,0,4,State
BALLINGER,runnels,31.750912,-99.974986,0,2,State
BELLVILLE,austin,29.924677,-96.251938,0,3,State
BIRDVILLE,tarrant,32.861039,-97.19123,0,4,State
BLANCO,blanco,30.099655,-98.431324,0,2,State
BOERNE,kendall,29.799156,-98.710688,0,3,State
BORGER,hutchinson,35.665825,-101.397093,0,3,State
BOSWELL,tarrant,32.878134,-97.413054,0,5,State
BRACKETT,kinney,29.315452,-100.412981,0,1,State
BRIDGE CITY,orange,30.038347,-93.821471,0,3,State
BRIDGEPORT,wise,33.211078,-97.736209,0,3,State
BROCK,parker,32.676258,-97.942512,0,2,State
BUNA,jasper,30.430632,-93.95726,0,2,State
BURKBURNETT,wichita,34.081094,-98.572901,0,3,State
CADDO MILLS,hunt,33.079599,-96.228791,0,2,State
CALHOUN,calhoun,28.62077,-96.642061,0,4,State
CALLISBURG,cooke,33.70172,-97.01173,0,2,State
CANADIAN,hemphill,35.908907,-100.385219,0,2,State
CANTON,comal,29.685145,-98.132495,0,3,State
CANUTILLO,el paso,31.897117,-106.58471,0,4,State
CARRIZO SPRINGS,dimmit,28.518902,-99.839834,0,3,State
CARROLL,nueces,27.719114,-97.403744,0,5,State
CEDAR PARK,williamson,30.471867,-97.843371,0,4,State
CENTER,shelby,31.803862,-94.20064,0,3,State
CENTRAL,tom green,31.46379,-100.450691,0,6,State
CHAPEL HILL,titus,33.111064,-94.885474,0,2,State
CHISUM,lamar,33.626189,-95.564523,0,2,State
CLARENDON,donley,34.939657,-100.898735,0,1,State
CLEMENTS,fort bend,29.575142,-95.633167,0,5,State
CLIFTON,bosque,31.788739,-97.590441,0,3,State
COLLEGE STATION,brazos,30.59275,-96.321641,0,3,State
COPPELL,dallas,32.974672,-96.998599,0,6,State
CORONADO,lubbock,33.564022,-101.917481,0,5,State
"CORONADO,",lubbock,33.564022,-101.917481,0,5,State
CROSS PLAINS,callahan,32.131342,-99.16478,0,1,State
CROWLEY,tarrant,32.57833,-97.375702,0,4,State
CUERO,dewitt,29.09014,-97.28004,0,3,State
CYPRESS CREEK,harris,29.965823,-95.565165,0,5,State
CYPRESS FALLS,harris,29.918588,-95.631662,0,5,State
CYPRESS WOODS,harris,29.971016,-95.681547,0,5,State
DAINGERFIELD,morris,33.014536,-94.718007,0,3,State
DAWSON,navarro,31.897555,-96.710343,0,4,State
DAYTON,liberty,30.064554,-94.90533,0,4,State
DEL VALLE,el paso,31.692468,-106.296371,0,4,State
DENTON,denton,33.224883,-97.145326,0,4,State
DENVER CITY,yoakum,32.970936,-102.837045,0,2,State
DRIPPING SPRINGS,hays,30.19823,-98.100971,0,4,State
DULLES,fort bend,29.619752,-95.584542,0,5,State
DUNBAR,tarrant,32.719218,-97.231946,0,4,State
EDINBURG NORTH,hidalgo,26.331969,-98.158439,0,5,State
EL PASO,el paso,31.772886,-106.491063,0,4,State
ELKHART,anderson,31.628009,-95.581854,0,2,State
FAIRFIELD,freestone,31.717472,-96.141402,0,3,State
FALFURRIAS,brooks,27.232359,-98.152502,0,3,State
FLOUR BLUFF,nueces,27.644397,-97.295932,0,4,State
FLOWER MOUND,denton,33.033076,-97.081547,0,5,State
FLOYDADA,floyd,33.979161,-101.346551,0,2,State
FORNEY,kaufman,32.736524,-96.468384,0,4,State
FORSAN,howard,32.11195,-101.3687,0,1,State
FRANKLIN,robertson,31.022579,-96.50138,0,2,State
FREDERICKSBURG,gillespie,30.260366,-98.881777,0,4,State
FRENSHIP,lubbock,33.51793,-102.012421,0,4,State
FRIENDSWOOD,galveston,29.510802,-95.209882,0,4,State
FRUITVALE,van zandt,32.684515,-95.801628,0,1,State
GAINESVILLE,cooke,33.603991,-97.159367,0,4,State
GARDEN CITY,glasscock,31.866378,-101.48482,0,1,State
GARLAND,dallas,32.91015,-96.646812,0,6,State
GEORGE WEST,live oak,28.329083,-98.1216,0,2,State
GLEN ROSE,somervell,32.231576,-97.765328,0,3,State
GOLIAD,goliad,28.677255,-97.394153,0,3,State
GONZALES,gonzales,29.521521,-97.438463,0,3,State
GOOSE CREEK MEMORIAL,harris,29.823853,-94.968571,0,5,State
GRAND SALINE,van zandt,32.685533,-95.713811,0,3,State
GRANDVIEW,johnson,32.263475,-97.176234,0,2,State
GRAPEVINE,tarrant,32.91568,-97.119021,0,5,State
GREGORY-PORTLAND,san patricio,27.903467,-97.323406,0,4,State
GRUVER,hansford,36.261648,-101.400335,0,2,State
HALLETTSVILLE,lavaca,29.447363,-96.935069,0,2,State
HALLSVILLE,harrison,32.5147,-94.590751,0,4,State
HAMSHIRE-FANNETT,jefferson,29.862641,-94.3144,0,3,State
HARMONY,upshur,32.754279,-95.108978,0,2,State
HARMONY SCIENCE ACADEMY,harris,29.679907,-95.558958,0,1,State
"HARMONY SCIENCE ACADEMY,",harris,29.679907,-95.558958,0,1,State
HARPER,gillespie,30.301925,-99.244797,0,1,State
HASKELL,haskell,33.163528,-99.733197,0,1,State
HEBRON,denton,33.035521,-96.858636,0,4,State
HEMPHILL,sabine,31.346412,-93.847049,0,2,State
HERITAGE,collin,33.17709,-96.754511,0,4,State
HIGH ISLAND,galveston,29.563727,-94.390309,0,1,State
HIGHLAND PARK,potter,35.250132,-101.654804,0,4,State
HIRSCHI,wichita,33.933954,-98.528622,0,3,State
HOLLIDAY,archer,33.810669,-98.689016,0,2,State
HONEY GROVE,fannin,33.591358,-95.900085,0,1,State
IDALOU,lubbock,33.65992,-101.683182,0,2,State
INDUSTRIAL,jackson,28.819352,-96.615769,0,2,State
JARRELL,williamson,30.81484,-97.627411,0,2,State
JAY,nueces,27.753053,-97.394459,0,5,State
JIM NED,taylor,32.213199,-99.797673,0,2,State
