school,state,county,city,lat,lon
DAWSON EL,tx,nueces,CORPUS CHRISTI,27.689227,-97.40676
DAWSON EL,tx,navarro,DAWSON,31.897555,-96.710343
DAWSON SCHOOL,tx,dawson,WELCH,32.931403,-102.127043
DAY HEAD START,tx,tom green,SAN ANGELO,31.492655,-100.451768
DAY NURSERY OF ABILENE,tx,taylor,ABILENE,32.439731,-99.730354
DAYTON,tx,liberty,DAYTON,30.064554,-94.90533
DE CHAUMES EL,tx,harris,HOUSTON,29.860593,-95.376962
DE LA VINA ELEM,tx,hidalgo,EDINBURG,26.294888,-98.189168
DE LEON,tx,comanche,DE LEON,32.11548,-98.536381
DE LEON EL,tx,comanche,DE LEON,32.102574,-98.537429
DE LEON MIDDLE,tx,hidalgo,MCALLEN,26.246435,-98.248078
DE SANTIAGO EC/PRE-K CENTER,tx,harris,HOUSTON,29.933627,-95.36452
DE ZAVALA EL,tx,harris,CHANNELVIEW,29.779164,-95.115291
DE ZAVALA EL,tx,tarrant,FORT WORTH,32.728786,-97.334609
DE ZAVALA EL,tx,harris,BAYTOWN,29.723878,-94.955904
DE ZAVALA EL,tx,harris,HOUSTON,29.73732,-95.289285
DE ZAVALA EL,tx,midland,MIDLAND,32.004711,-102.065943
DE ZAVALA EL,tx,bexar,SAN ANTONIO,29.422732,-98.524738
DE ZAVALA MIDDLE SCHOOL,tx,harris,PASADENA,29.706117,-95.210936
DEADY MIDDLE,tx,harris,HOUSTON,29.704351,-95.279358
DEAN AND MILDRED BENNETT EL,tx,collin,MCKINNEY,33.186041,-96.717459
DEAN HIGHLAND EL,tx,mclennan,WACO,31.55196,-97.174301
DEAN LEAMAN J H SCHOOL,tx,fort bend,FULSHEAR,29.698692,-95.886146
DEAN MIDDLE,tx,harris,HOUSTON,29.85541,-95.52845
DEANDA EL,tx,harris,HOUSTON,29.6249,-95.279451
DEANNA DAVENPORT EL,tx,el paso,CANUTILLO,31.959999,-106.570241
DEARING EL,tx,travis,ROUND ROCK,30.497257,-97.593593
DEBAKEY H S FOR HEALTH PROF,tx,harris,HOUSTON,29.709236,-95.375501
DECATUR,tx,wise,DECATUR,33.217782,-97.579184
DECKER EL,tx,travis,AUSITN,30.311432,-97.616666
DECKER MIDDLE,tx,travis,AUSTIN,30.30741,-97.618131
DECKER PRAIRIE EL,tx,montgomery,MAGNOLIA,30.128668,-95.660044
DEEP WOOD EL,tx,williamson,ROUND ROCK,30.499967,-97.696463
DEEPWATER ELEMENTARY,tx,harris,PASADENA,29.706933,-95.161336
DEEPWATER JR HIGH,tx,harris,PASADENA,29.703828,-95.161224
DEER CREEK EL,tx,tarrant,CROWLEY,32.567793,-97.351266
DEER CREEK EL,tx,travis,CEDAR PARK,30.482616,-97.852919
DEER PARK,tx,harris,DEER PARK,29.689186,-95.130251
DEER PARK ELEMENTARY,tx,harris,DEER PARK,29.685597,-95.114472
DEER PARK J H,tx,harris,DEER PARK,29.702546,-95.118226
DEERPARK MIDDLE,tx,williamson,AUSTIN,30.452562,-97.772945000000007
DEERWOOD EL,tx,harris,KINGWOOD,30.056443,-95.172934
DEGAN EL,tx,denton,LEWISVILLE,33.047728,-97.039535
DEKALB,tx,bowie,DEKALB,33.507864,-94.622786
DEKALB EL,tx,bowie,DEKALB,33.507116,-94.623122
DEKALB MIDDLE,tx,bowie,DEKALB,33.511353,-94.627302
DEL CASTILLO EL,tx,cameron,BROWNSVILLE,25.903712,-97.455981
DEL NORTE HEIGHTS EL,tx,el paso,EL PASO,31.763999,-106.368729
DEL RIO,tx,val verde,DEL RIO,29.383494,-100.919893
DEL RIO FRESHMAN SCHOOL,tx,val verde,DEL RIO,29.384235,-100.915807
DEL RIO MIDDLE,tx,val verde,DEL RIO,29.375234,-100.876892
DEL VALLE,tx,travis,DEL VALLE,30.1799,-97.612372
DEL VALLE,tx,el paso,EL PASO,31.692468,-106.296371
DEL VALLE EL,tx,travis,DEL VALLE,30.174696,-97.621689
DEL VALLE EL,tx,el paso,EL PASO,31.709981,-106.302242
DEL VALLE MIDDLE,tx,travis,DEL VALLE,30.173615,-97.623506
DEL VALLE MIDDLE,tx,el paso,EL PASO,31.762566,-106.357339
DEL VALLE OPPORTUNITY CTR,tx,travis,DEL VALLE,30.17599,-97.613391
DELAY MIDDLE,tx,denton,LEWISVILLE,33.0744,-97.019221
DELCO PRI,tx,travis,AUSTIN,30.399955,-97.645334
DELL CHILDREN'S MEDICAL CENTER,tx,travis,AUSTIN,30.30344,-97.706531
DELL CITY SCHOOL,tx,hudspeth,DELL CITY,31.942627,-105.200843
DELL PICKETT EL,tx,williamson,GEORGETOWN,30.614942,-97.698063
DELLA ICENHOWER INT,tx,tarrant,ARLINGTON,32.610876,-97.083779
DELLVIEW EL,tx,bexar,SAN ANTONIO,29.500928,-98.544645
DELORAS E THOMPSON EL,tx,harris,HOUSTON,29.969668,-95.464876
DELTA ACADEMY,tx,el paso,EL PASO,31.758918,-106.410441
DENA KELSO GRAVES EL,tx,maverick,EAGLE PASS,28.71567,-100.486311
DENISON,tx,grayson,DENISON,33.792047,-96.547438
DENTON,tx,denton,DENTON,33.224883,-97.145326
DENTON CO J J A E P,tx,denton,DENTON,33.212063,-97.112556
DENTON CO J J A E P,tx,denton,AUBREY,33.305952,-96.980866
DENTON CO J J A E P,tx,denton,LITTLE ELM,33.151269,-96.942626
DENTON CO J J A E P,tx,denton,JUSTIN,33.212063,-97.112556
DENTON CO J J A E P,tx,denton,PILOT POINT,33.387816,-96.954375
DENTON COUNTY JJAEP,tx,denton,DENTON,33.212063,-97.112556
DENTON COUNTY JJAEP CFB CAMPUS,tx,denton,DENTON,33.212063,-97.112556
DENTON CREEK,tx,denton,ROANOKE,33.035385,-97.194819
DENTON CREEK EL,tx,dallas,COPPELL,32.983822,-96.988962
DENVER CITY,tx,yoakum,DENVER CITY,32.970936,-102.837045
DENVER CTR,tx,wichita,WICHITA FALLS,33.909001,-98.50755
DEPELCHIN-RICHMOND,tx,fort bend,RICHMOND,29.577777,-95.762412
DEPORT EL,tx,lamar,DEPORT,33.525585,-95.317928
DEQUEEN EL,tx,jefferson,PORT ARTHUR,29.890405,-93.923145
DERETCHIN EL,tx,montgomery,THE WOODLANDS,30.198915,-95.57979
DERRY EL,tx,cameron,PORT ISABEL,26.077854,-97.225176
DESERT HILLS EL,tx,el paso,EL PASO,31.690275,-106.189623
DESERT VIEW MIDDLE,tx,el paso,EL PASO,31.755169,-106.305491
DESERT WIND EL,tx,el paso,EL PASO,31.648637,-106.226763
DESERTAIRE EL,tx,el paso,EL PASO,31.925122000000002,-106.389598
DESOTO ALTERNATIVE EDUCATION CEN,tx,dallas,DESOTO,32.589654,-96.855473
DESOTO EAST MIDDLE (ISTEAM),tx,dallas,DESOTO,32.590744,-96.844607
DESOTO H S & ISTEAM3D,tx,dallas,DESOTO,32.581282,-96.869342
DESOTO WEST MIDDLE (ISTEAM),tx,dallas,DESOTO,32.602179,-96.873006
DESSAU EL,tx,travis,AUSTIN,30.401839,-97.643645
DESSAU MIDDLE,tx,travis,AUSTIN,30.39868,-97.643312
DETENT CTR,tx,tarrant,FORT WORTH,32.79638,-97.306662
DETROIT,tx,red river,DETROIT,33.669816,-95.269303
DETROIT EL,tx,red river,DETROIT,33.634,-95.1924
DETROIT J H,tx,red river,DETROIT,33.669816,-95.269303
DEVELOPMENTAL CTR,tx,limestone,MEXIA,31.685564,-96.474117
DEVERS AEP,tx,liberty,DEVERS,30.026111,-94.590544
DEVERS EL,tx,liberty,DEVERS,30.026111,-94.590544
DEVERS JH,tx,liberty,DEVERS,30.026111,-94.590544
DEVINE,tx,medina,DEVINE,29.148465,-98.91938
DEVINE DAEP SCHOOL,tx,medina,DEVINE,29.139811,-98.907481
DEVINE INTERMEDIATE SCHOOL,tx,medina,DEVINE,29.147596,-98.913472
DEVINE MIDDLE,tx,medina,DEVINE,29.145825,-98.919541
DEVONIAN EL,tx,andrews,ANDREWS,32.328218,-102.56361
DEW EL,tx,freestone,DEW,31.595231,-96.143593
DEWALT ALTERNATIVE SCHOOL,tx,harris,LA PORTE,29.66941,-95.021592
DEWEYVILLE,tx,newton,ORANGE,30.268356,-93.788022
DEWEYVILLE EL,tx,newton,DEWEYVILLE,30.294393,-93.747061
DEWITT-LAVACA SPECIAL ED CO-OP,tx,lavaca,YOAKUM,29.28968,-97.142381
DEZAVALA EL,tx,hays,SAN MARCOS,29.858136,-97.933639
DIAMOND HILL-JARVIS,tx,tarrant,FORT WORTH,32.809204,-97.336918
DIAMOND HILL EL,tx,tarrant,FORT WORTH,32.798219,-97.33052
DIANE WINBORN EL,tx,harris,KATY,29.79834,-95.76443
DIAZ-VILLARREAL EL,tx,hidalgo,MISSION,26.281612,-98.354643
DIAZ J H,tx,hidalgo,HIDALGO,26.097195,-98.24891
DIBOLL,tx,angelina,DIBOLL,31.192639,-94.768227
DIBOLL J H,tx,angelina,DIBOLL,31.18307,-94.78201
DIBOLL PRI,tx,angelina,DIBOLL,31.183219,-94.782706
DICKINSON,tx,galveston,DICKINSON,29.468042,-95.03097
DICKINSON CONTINUATION CENTER,tx,galveston,DICKINSON,29.46242,-95.072291
DILLEY,tx,frio,DILLEY,28.675717,-99.172527
DILLEY EL,tx,frio,DILLEY,28.673463,-99.174055
DILLINGHAM INT,tx,grayson,SHERMAN,33.674598,-96.597346
DILLMAN EL,tx,bailey,MULESHOE,34.226205,-102.728625
DIME BOX SCHOOL,tx,lee,DIME BOX,30.356827,-96.826983
DIMMITT,tx,castro,DIMMITT,34.54398,-102.33258
DIMMITT MIDDLE,tx,castro,DIMMITT,34.544584,-102.332729
DISCIPLINARY ALTERNATIVE EDUCATI,tx,chambers,ANAHUAC,29.770692,-94.676059
DISCIPLINARY ALTERNATIVE EDUCATI,tx,brazos,BRYAN,30.652304,-96.347324
DISCIPLINARY ALTERNATIVE EDUCATI,tx,liberty,CLEVELAND,30.356581,-95.081267
DISCIPLINE ALTERNATIVE EDUCATION,tx,comal,NEW BRAUNFELS,29.69594,-98.131709
DISCIPLINE ALTERNATIVE EDUCATION,tx,harris,HOUSTON,29.79782,-95.511271
DISHMAN EL,tx,jefferson,BEAUMONT,30.04135,-94.178637
DISHMAN EL,tx,cameron,COMBES,26.252178,-97.731377
DISTRICT REASSIGNMENT & OPPORTUN,tx,atascosa,CHARLOTTE,28.851771,-98.707857
DISTRICT WIDE EL,tx,tarrant,FORT WORTH,32.759753,-97.360487
DITTO EL,tx,tarrant,ARLINGTON,32.696512,-97.192188
DIVIDE EL,tx,kerr,MOUNTAIN HOME,30.11786,-99.618281
DIXIE EL,tx,smith,TYLER,32.351549,-95.363287
DOBIE,tx,harris,HOUSTON,29.594985,-95.245842
DOBIE J H,tx,guadalupe,CIBOLO,29.568794,-98.250915
DOBIE MIDDLE,tx,travis,AUSTIN,30.35418,-97.680109
DOBIE PK CENTER,tx,travis,AUSTIN,30.35454,-97.679371
DOBIE PRI,tx,dallas,DALLAS,32.934259,-96.764005
DODD CITY SCHOOL,tx,fannin,DODD CITY,33.578119,-96.074413
DODD EL,tx,collin,WYLIE,33.032024,-96.565746
DODSON PRI,tx,yoakum,DENVER CITY,32.968714,-102.823614
DOERRE INT,tx,harris,KLEIN,30.030425,-95.549955
DOGAN EL,tx,harris,HOUSTON,29.785232,-95.328313
DOGAN MIDDLE,tx,smith,TYLER,32.37612,-95.30562
DOLORES HUERTA EL,tx,tarrant,FORT WORTH,32.803223,-97.372138
DOLORES MCCLATCHEY EL,tx,ellis,OVILLA,32.517365,-96.910265
DOLPHIN TERRACE EL,tx,el paso,EL PASO,31.891239,-106.40325
DOMINGO TREVINO MIDDLE,tx,hidalgo,ALTON,26.287939,-98.337972
DON JETER EL,tx,brazoria,ROSHARON,29.512733,-95.414936
DON JOSE GALLEGO,tx,webb,LAREDO,27.517254,-99.4916
DON R DANIEL NINTH GRADE CAMPUS,tx,parker,ALEDO,32.711091,-97.615677
DON T DURHAM INT,tx,tarrant,SOUTHLAKE,32.951241,-97.15828
DON WHITT EL,tx,collin,SACHSE,32.99058,-96.587268
DONALD EL,tx,denton,FLOWER MOUND,33.019842,-97.065667
DONNA,tx,hidalgo,DONNA,26.171971,-98.036422
DONNA ALTERNATIVE EDUCATION PROG,tx,hidalgo,DONNA,26.164354,-98.043725
DONNA LEWIS EL,tx,harris,HOUSTON,29.965844,-95.475303
DONNA NORTH,tx,hidalgo,DONNA,26.22717,-98.078801
DONNA PARK,tx,tarrant,HURST,32.83022,-97.18952
DONNA SHEPARD INT,tx,tarrant,MANSFIELD,32.591031,-97.164679
DONNA WERNECKE EL,tx,hidalgo,MCALLEN,26.25984,-98.263021
DOOLEY EL,tx,collin,PLANO,33.033998,-96.657734
DORA M SAUCEDA MIDDLE,tx,hidalgo,DONNA,26.181441,-98.073526
DORA ROMERO EL,tx,cameron,LOS FRESNOS,26.072345,-97.484261
DORIE MILLER EL,tx,bexar,SAN ANTONIO,29.411821,-98.438426
DORIE MILLER INT,tx,ellis,ENNIS,32.309313,-96.643337
DORIS CULLINS-LAKE POINTE EL,tx,rockwall,ROWLETT,32.912195,-96.510513
DOROTHY P ADKINS EL,tx,denton,LANTANA,33.07661,-97.111474
DOROTHY SMITH PULLEN EL,tx,rockwall,ROCKWALL,32.866942,-96.445532
DOROTHY THOMPSON MIDDLE,tx,hidalgo,PROGRESO,26.095049,-97.957832
DORRIS A JONES EL,tx,rockwall,ROCKWALL,32.904184,-96.429112
DOSS EL,tx,travis,AUSTIN,30.356367,-97.762553
DOSS EL,tx,gillespie,DOSS,30.444643,-99.129409
DOUBLE FILE TRAIL EL,tx,williamson,ROUND ROCK,30.53447,-97.649172
DOUGLAS BENOLD MIDDLE,tx,williamson,GEORGETOWN,30.672768,-97.688718
DOUGLAS EL,tx,smith,TYLER,32.365873,-95.293258
DOUGLAS INT,tx,hopkins,SULPHUR SPRINGS,33.13358,-95.586676
DOUGLASS EL,tx,el paso,EL PASO,31.76677,-106.465459
DOUGLASS EL,tx,bexar,SAN ANTONIO,29.412717,-98.473824
DOUGLASS SCHOOL,tx,nacogdoches,DOUGLASS,31.665827,-94.882439
DOVALINA EL,tx,webb,LAREDO,27.514802,-99.521703
DOVE EL,tx,tarrant,GRAPEVINE,32.95556,-97.09609
DOVER EL,tx,dallas,RICHARDSON,32.94448,-96.759211
DOWELL EL,tx,el paso,EL PASO,31.896831,-106.418601
DOWELL MIDDLE,tx,collin,MCKINNEY,33.196628,-96.695767
DOWLING EL,tx,ector,ODESSA,31.865766,-102.360342
DOWLING EL,tx,jefferson,PORT ARTHUR,29.902675,-94.038199
DOWLING MIDDLE,tx,harris,HOUSTON,29.621157,-95.452801
DOWNS EL,tx,cameron,SAN BENITO,26.139523,-97.620479
DOZIER EL,tx,tarrant,FORT WORTH,32.856236,-97.421396
DR ABRAHAM P CANO FRESHMAN ACADE,tx,cameron,HARLINGEN,26.205569,-97.714109
DR AL DRAPER INTERMED,tx,collin,WYLIE,33.002205,-96.577063
DR ALEJO SALINAS JR EL,tx,hidalgo,HIDALGO,26.109948,-98.256425
DR AMERICO PAREDES EL,tx,hidalgo,MISSION,26.279334,-98.365371
DR BRUCE WOOD EL,tx,kaufman,TERRELL,32.756207,-96.285632
DR BRYAN C JACK EL,tx,smith,TYLER,32.251226,-95.338578
DR CHERYL CORBETT SALYARDS,tx,harris,CYPRESS,30.00505,-95.757461
DR DAVID C WALKER EL,tx,bexar,SAN ANTONIO,29.489878,-98.396477
DR DAVID M COPELAND EL,tx,bexar,SAN ANTONIO,29.519258,-98.393523
DR DEBBIE EMERY EL,tx,harris,KATY,29.85368,-95.712773
DR E T BOON EL,tx,collin,ALLEN,33.11301,-96.692707
DR FERMIN CALDERON EL,tx,val verde,DEL RIO,29.370866,-100.879473
DR HARMON W KELLEY EL,tx,bexar,SAN ANTONIO,29.503982,-98.494375
DR HESIQUIO RODRIGUEZ EL,tx,cameron,HARLINGEN,26.212361,-97.768199
DR JACK COCKRILL MIDDLE,tx,collin,MCKINNEY,33.210807,-96.664428
DR JAMES L BURCH INT,tx,bexar,SAN ANTONIO,29.506242,-98.507222
DR JAVIER SAENZ MIDDLE,tx,hidalgo,PENITAS,26.335311,-98.446802
DR JOSEPH A FOWLER EL,tx,bell,KILLEEN,31.073666,-97.813412
DR KAY TEER CRAWFORD EL,tx,hidalgo,EDINBURG,26.353741,-98.119295
DR LEO CIGARROA,tx,webb,LAREDO,27.474105,-99.469917
DR LINDA HENRIE EL,tx,dallas,DALLAS,32.699038,-96.574703
DR LONNIE GREEN JR EL,tx,val verde,DEL RIO,29.387144,-100.925243
DR LORENZO G LAFARELLE JJAEP,tx,el paso,EL PASO,31.858936,-106.437633
DR LORENZO G LAFARELLE MIDDLE,tx,el paso,EL PASO,31.855249,-106.417016
DR LYNN ARMSTRONG EL,tx,fort bend,MISSOURI CITY,29.59661,-95.560881
DR M L GARZA-GONZALEZ CHARTER SC,tx,nueces,CORPUS CHRISTI,27.757901,-97.432938
DR MAE E JONES-CLARK EL,tx,jefferson,BEAUMONT,30.11376,-94.123401
DR MALAKOFF EL,tx,webb,LAREDO,27.604286,-99.465308
DR MARIA PALMIRA MENDIOLA EL,tx,hidalgo,MISSION,26.298875,-98.387927
DR MARIO E RAMIREZ EL,tx,starr,RIO GRANDE CITY,26.337126,-98.77602
DR PABLO PEREZ,tx,hidalgo,MCALLEN,26.270355,-98.223232
DR PAUL S SAENZ J H,tx,bexar,SAN ANTONIO,29.488271,-98.513875
DR R E MARGO EL,tx,hidalgo,WESLACO,26.141907,-97.981477
DR SHIRLEY J WILLIAMSON EL,tx,harris,HOUSTON,29.821285,-95.177057
DR SUE A SHOOK SCHOOL,tx,el paso,EL PASO,31.710274,-106.211806
DR T C MCCORMICK JR MIDDLE,tx,hays,BUDA,30.052093,-97.828669
DR THOMAS ESPARZA EL,tx,hidalgo,EDINBURG,26.271876,-98.119373
DR TOMAS RIVERA EL,tx,zavala,CRYSTAL CITY,28.694058,-99.822972
DR WILLIAM LONG EL,tx,hidalgo,PHARR,26.225963,-98.169298
DR WRIGHT L LASSITER JR EARLY CO,tx,dallas,DALLAS,32.78023,-96.806071
DRANE INT,tx,navarro,CORSICANA,32.089596,-96.471679
DRAW ACADEMY,tx,harris,HOUSTON,29.724545,-95.506662
DRAW ACADEMY EARLY LEARNING CENT,tx,harris,HOUSTON,29.72517,-95.505541
DRAW ACADEMY UPPER EL,tx,harris,HOUSTON,29.72438,-95.505561
DRC CAMPUS,tx,dallas,DALLAS,32.76849,-96.869841
DREW ACADEMY,tx,harris,HOUSTON,29.864625,-95.440317
DREW INT,tx,harris,CROSBY,29.867007,-95.063899
DRIGGERS EL,tx,bexar,SAN ANTONIO,29.48848,-98.625139
DRIPPING SPRINGS,tx,hays,DRIPPING SPRINGS,30.19823,-98.100971
DRIPPING SPRINGS EL,tx,hays,DRIPPING SPRINGS,30.21586,-98.082261
DRIPPING SPRINGS MIDDLE,tx,hays,DRIPPING SPRINGS,30.20135,-98.116071
DRISCOLL EL & MIDDLE,tx,nueces,DRISCOLL,27.67139,-97.75329
DRISCOLL MIDDLE,tx,nueces,CORPUS CHRISTI,27.79119,-97.432044
DRISCOLL MIDDLE,tx,bexar,SAN ANTONIO,29.596503,-98.431563
DRS REED - MOCK EL,tx,hidalgo,SAN JUAN,26.222376,-98.144738
DUBLIN,tx,erath,DUBLIN,32.088,-98.321911
DUBLIN EL,tx,erath,DUBLIN,32.093249,-98.333573
DUBLIN INT,tx,erath,DUBLIN,32.091079,-98.335022
DUBOSE INT,tx,jim wells,ALICE,27.760084,-98.067823
DUDLEY EL GT MAGNET SCHOOL,tx,victoria,VICTORIA,28.781461,-96.977466
DUEITT MIDDLE,tx,harris,SPRING,30.045816,-95.353865
DUFF EL,tx,tarrant,ARLINGTON,32.722712,-97.157847
DULLES,tx,fort bend,SUGAR LAND,29.619752,-95.584542
DULLES EL,tx,fort bend,SUGAR LAND,29.616964,-95.584225
DULLES MIDDLE,tx,fort bend,SUGAR LAND,29.622853,-95.584579
DUMAS,tx,moore,DUMAS,35.863213,-101.977726
DUMAS INT,tx,moore,DUMAS,35.863995,-101.953456
DUMAS J H,tx,moore,DUMAS,35.861587,-101.96511
DUNAWAY EL,tx,ellis,WAXAHACHIE,32.372154,-96.856005
DUNBAR,tx,tarrant,FORT WORTH,32.719218,-97.231946
DUNBAR COLLEGE PREPARATORY ACADE,tx,lubbock,LUBBOCK,33.5708,-101.814
DUNBAR MIDDLE,tx,galveston,DICKINSON,29.477108,-95.063111
DUNBAR PRI,tx,angelina,LUFKIN,31.360058,-94.724879
DUNCAN EL,tx,coryell,FORT HOOD,31.140296,-97.824088
DUNCANVILLE,tx,dallas,DUNCANVILLE,32.661318,-96.92954
DUNN EL,tx,harris,HOUSTON,30.002946,-95.394248
DUNN EL,tx,tarrant,ARLINGTON,32.708404,-97.176677
DUPRE EL,tx,lubbock,LUBBOCK,33.576396,-101.860251
DURHAM EL,tx,harris,HOUSTON,29.835734,-95.417286
DURKEE EL,tx,harris,HOUSTON,29.866454,-95.392588
DURYEA EL,tx,harris,KATY,29.874523,-95.720962
DWIGHT D EISENHOWER EL,tx,dallas,GRAND PRAIRIE,32.769381,-97.022422
DWIGHT MIDDLE,tx,bexar,SAN ANTONIO,29.368133,-98.551002
DYER EL,tx,denton,KRUM,33.263987,-97.239541
DYESS EL,tx,taylor,ABILENE,32.415936,-99.814142
E-10 NW EL,tx,el paso,EL PASO,31.792623,-106.398624
E-11 CENTRAL NW EL,tx,el paso,EL PASO,31.79508,-106.397571
E-14 MODULAR WESTSIDE EL,tx,el paso,EL PASO,31.79508,-106.397571
E-17 NE EL SANDSTONE RANCH,tx,el paso,EL PASO,31.79508,-106.397571
E-2 CENTRAL NE EL DON'T USE,tx,el paso,EL PASO,31.79508,-106.397571
E-SCHOOL,tx,collin,PLANO,33.019226,-96.745713
E A JONES EL,tx,fort bend,MISSOURI CITY,29.61504,-95.540771
E A LAWHON EL,tx,brazoria,PEARLAND,29.587398,-95.320268
E B COMSTOCK MIDDLE,tx,dallas,DALLAS,32.721791,-96.701507
E B REYNA EL,tx,hidalgo,MISSION,26.2343,-98.362993
E C BRICE EL,tx,titus,MOUNT PLEASANT,33.138069,-94.963099
E C MASON EL,tx,brazoria,MANVEL,29.471781,-95.350493
E H GILBERT EL,tx,bexar,SAN ANTONIO,29.370107,-98.485743
E J MOSS INT,tx,smith,LINDALE,32.508335,-95.403802
E MERLE SMITH MIDDLE,tx,san patricio,SINTON,28.027621,-97.517566
E RAY EL,tx,tarrant,FORT WORTH,32.640021,-97.324113
E RUDD INT,tx,matagorda,VAN VLECK,29.015802,-95.889529
E T WRENN MIDDLE,tx,bexar,SAN ANTONIO,29.423395,-98.588365
E VERA EL,tx,starr,ROMA,26.44313,-99.026303
EAGLE EL,tx,culberson,VAN HORN,31.047346,-104.836374
EAGLE HEIGHTS EL,tx,tarrant,FORT WORTH,32.85589,-97.50723
EAGLE LAKE INT,tx,colorado,EAGLE LAKE,29.586614,-96.343183
EAGLE LAKE PRI,tx,colorado,EAGLE LAKE,29.586126,-96.343338
EAGLE MOUNTAIN EL,tx,tarrant,FORT WORTH,32.902582,-97.460498
EAGLE PASS HIGH SCHOOL,tx,maverick,EAGLE PASS,28.720263,-100.485788
EAGLE PASS J H,tx,maverick,EAGLE PASS,28.73208,-100.484321
EAGLE RIDGE EL,tx,tarrant,KELLER,32.91712,-97.28666
EAGLE SPRINGS EL,tx,harris,HUMBLE,29.977922,-95.185363
EANES EL,tx,travis,AUSTIN,30.283164,-97.811418
EARL & LOTTIE WOLFORD EL,tx,collin,MCKINNEY,33.17892,-96.70983
EARLY,tx,brown,EARLY,31.746482,-98.931272
EARLY CHILDHOOD CENTER,tx,harris,CHANNELVIEW,29.792442,-95.124621
EARLY CHILDHOOD CENTER,tx,harris,PASADENA,29.705769,-95.161824
EARLY CHILDHOOD CENTER,tx,maverick,EAGLE PASS,28.714418,-100.486045
EARLY CHILDHOOD CENTER,tx,nueces,CORPUS CHRISTI,27.64471,-97.293797
EARLY CHILDHOOD CENTER,tx,kerr,KERRVILLE,30.04688,-99.130991
EARLY CHILDHOOD CENTER,tx,smith,LINDALE,32.516111,-95.415237
EARLY CHILDHOOD CTR,tx,houston,CROCKETT,31.303608,-95.468681
EARLY CHILDHOOD DEVELOPMENT CTR,tx,nueces,CORPUS CHRISTI,27.715698,-97.325629
EARLY CHILDHOOD LEARNING CENTER,tx,galveston,LA MARQUE,29.3778,-94.980331
EARLY CHILDHOOD LRN CTR,tx,hopkins,SULPHUR SPRINGS,33.137847,-95.62792
EARLY CHILDHOOD SCHOOL,tx,collin,FRISCO,33.149781,-96.790351
EARLY COLLEGE,tx,dallas,DALLAS,32.928262,-96.850211
EARLY COLLEGE,tx,cameron,HARLINGEN,26.217897,-97.66909
EARLY COLLEGE,tx,webb,LAREDO,27.573429,-99.435233
EARLY COLLEGE ACADEMY AT SOUTHRI,tx,harris,HOUSTON,30.004053,-95.446232
EARLY COLLEGE H S AT MIDLAND COL,tx,midland,MIDLAND,32.03198,-102.108991
EARLY COLLEGE LEADERSHIP ACADEMY,tx,bexar,SOMERSET,29.229007,-98.654306
EARLY EDUCATION SERVICES,tx,taylor,ABILENE,32.44482,-99.75996
EARLY EL,tx,brown,EARLY,31.743961,-98.927885
EARLY LEARNING WING,tx,harris,HUMBLE,29.995942,-95.194432
EARLY MIDDLE,tx,brown,EARLY,31.743198,-98.929416
EARLY PRI,tx,brown,EARLY,31.74208,-98.943101
EARNEST O WOODS INT,tx,van zandt,WILLS POINT,32.705785,-96.021671
EARNESTEEN MILSTEAD MIDDLE,tx,harris,HOUSTON,29.642962,-95.220861
EAST BERNARD,tx,wharton,EAST BERNARD,29.526093,-96.066608
EAST BERNARD EL,tx,wharton,EAST BERNARD,29.526168,-96.066857
EAST BERNARD J H,tx,wharton,EAST BERNARD,29.526105,-96.066382
EAST CENTRAL,tx,bexar,SAN ANTONIO,29.352501,-98.295378
EAST CENTRAL CHOICE PROGAM,tx,wilson,FLORESVILLE,29.15796,-98.173471
EAST CENTRAL DEV CTR,tx,bexar,SAN ANTONIO,29.297704,-98.384671
EAST CENTRAL HERITAGE MIDDLE,tx,bexar,SAN ANTONIO,29.355507,-98.333976
EAST CHAMBERS,tx,chambers,WINNIE,29.80538,-94.380744000000007
EAST CHAMBERS ELEMENTARY,tx,chambers,WINNIE,29.800842,-94.379803
EAST CHAMBERS INTERMEDIATE,tx,chambers,WINNIE,29.80436,-94.383054
EAST CHAMBERS J H,tx,chambers,WINNIE,29.805261,-94.383775
EAST CLIFF EL,tx,san patricio,PORTLAND,27.878654,-97.312599
EAST EARLY COLLEGE,tx,harris,HOUSTON,29.74831,-95.337271
EAST EL,tx,stephens,BRECKENRIDGE,32.756599,-98.885974
EAST EL,tx,brown,BROWNWOOD,31.696053,-98.964799
EAST EL,tx,hidalgo,PROGRESO,26.090039,-97.95847
EAST FORT WORTH MONTESSORI ACADE,tx,tarrant,FORT WORTH,32.76614,-97.257131
EAST GRAND PREPARATORY ACADEMY,tx,dallas,DALLAS,32.7985,-96.742591
EAST HANDLEY EL,tx,tarrant,FORT WORTH,32.741479,-97.206926
EAST MONTANA MIDDLE,tx,el paso,EL PASO,31.796408,-106.163969
EAST POINT EL,tx,el paso,EL PASO,31.776731,-106.343614
EAST RIDGE EL,tx,nolan,SWEETWATER,32.481172,-100.390237
EAST SIDE EL,tx,cherokee,JACKSONVILLE,31.960056,-95.261761
EAST SIDE INT,tx,matagorda,PALACIOS,28.706943,-96.212429
EAST TERRELL HILLS EL,tx,bexar,SAN ANTONIO,29.489925,-98.406195
EAST VIEW,tx,williamson,GEORGETOWN,30.64247,-97.618111
