school,county,city,lat,lon
I T HOLLEMAN EL,harris,WALLER,30.067192,-95.92402
I W AND ELEANOR HYDE EL,galveston,LEAGUE CITY,29.496338,-95.137884
IAGO J H,wharton,BOLING,29.279976,-95.960946
IDALOU,lubbock,IDALOU,33.65992,-101.683182
IDALOU EL,lubbock,IDALOU,33.65992,-101.683182
IDALOU MIDDLE,lubbock,IDALOU,33.661908,-101.684214
IDEA ACADEMY,hidalgo,DONNA,26.166611,-98.064791
IDEA ACADEMY ALAMO,hidalgo,ALAMO,26.200056,-98.102066
IDEA ACADEMY MISSION,hidalgo,MISSION,26.176723,-98.368153
IDEA ACADEMY PHARR,hidalgo,PHARR,26.114926,-98.188945
IDEA ACADEMY SAN BENITO,cameron,SAN BENITO,26.16431,-97.652801
IDEA ACADEMY SAN JUAN,hidalgo,SAN JUAN,26.194916,-98.154633
IDEA ACADEMY WESLACO,hidalgo,WESLACO,26.184929,-97.963487
IDEA ALLAN ACADEMY,travis,AUSTIN,30.226113,-97.699524
IDEA ALLAN COLLEGE PREPARATORY,travis,AUSTIN,30.226113,-97.699524
IDEA BROWNSVILLE ACADEMY,cameron,BROWNSVILLE,25.979238,-97.4845
IDEA BROWNSVILLE COLLEGE PREPARA,cameron,BROWNSVILLE,25.979238,-97.4845
IDEA CARVER ACADEMY,bexar,SAN ANTONIO,29.421198,-98.472949
IDEA CARVER COLLEGE PREPARATORY,bexar,SAN ANTONIO,29.421198,-98.472949
IDEA COLLEGE PREP,hidalgo,DONNA,26.166611,-98.064791
IDEA COLLEGE PREP WESLACO,hidalgo,WESLACO,26.184929,-97.963487
IDEA COLLEGE PREPARATORY ALAMO,hidalgo,ALAMO,26.207365,-98.141626
IDEA COLLEGE PREPARATORY MISSION,hidalgo,MISSION,26.176723,-98.368153
IDEA COLLEGE PREPARATORY PHARR,hidalgo,PHARR,26.114926,-98.188945
IDEA COLLEGE PREPARATORY SAN BEN,cameron,SAN BENITO,26.16431,-97.652801
IDEA COLLEGE PREPARATORY SAN JUA,hidalgo,SAN JUAN,26.213755,-98.143093
IDEA EASTSIDE ACADEMY,bexar,SAN ANTONIO,29.41339,-98.444991
IDEA EASTSIDE COLLEGE PREPARATOR,bexar,SAN ANTONIO,29.41339,-98.444991
IDEA EDINBURG ACADEMY,hidalgo,EDINBURG,26.325705,-98.149992
IDEA EDINBURG COLLEGE PREPARATOR,hidalgo,EDINBURG,26.325705,-98.149992
IDEA FRONTIER ACADEMY,cameron,BROWNSVILLE,25.886118,-97.42476
IDEA FRONTIER COLLEGE PREPARATOR,cameron,BROWNSVILLE,25.886112,-97.424768
IDEA MCALLEN ACADEMY,hidalgo,MCALLEN,26.209935,-98.269264
IDEA MCALLEN COLLEGE PREPARATORY,hidalgo,MCALLEN,26.209935,-98.269264
IDEA MONTERREY PARK ACADEMY,bexar,SAN ANTONIO,29.431907,-98.579222
IDEA MONTERREY PARK COLLEGE PREP,bexar,SAN ANTONIO,29.431907,-98.579222
IDEA NORTH MISSION ACADEMY,hidalgo,MCALLEN,26.209935,-98.269264
IDEA NORTH MISSION COLLEGE PREPA,hidalgo,MCALLEN,26.209935,-98.269264
IDEA QUEST ACADEMY,hidalgo,EDINBURG,26.332185,-98.230471
IDEA QUEST COLLEGE PREPARATORY,hidalgo,EDINBURG,26.332185,-98.230471
IDEA RIVERVIEW ACADEMY,cameron,BROWNSVILLE,25.906316,-97.510085
IDEA RIVERVIEW COLLEGE PREPARATO,cameron,BROWNSVILLE,25.906316,-97.510085
IDEA RUNDBERG ACADEMY,travis,AUSTIN,30.3608,-97.687671
IDEA RUNDBERG COLLEGE PREPARATOR,travis,AUSTIN,30.3608,-97.687671
IDEA SOUTH FLORES ACADEMY,bexar,SAN ANTONIO,29.350371,-98.488333
IDEA SOUTH FLORES COLLEGE PREPAR,bexar,SAN ANTONIO,29.350371,-98.488333
IDEA WALZEM ACADEMY,bexar,SAN ANTONIO,29.50325,-98.36166
IDEA WALZEM COLLEGE PREPARATORY,bexar,SAN ANTONIO,29.50325,-98.36166
IDEA WESLACO PIKE ACADEMY,hidalgo,WESLACO,26.170107,-97.980199
IDEA WESLACO PIKE COLLEGE PREPAR,hidalgo,WESLACO,26.170107,-97.980199
IDUMA EL,bell,KILLEEN,31.093479,-97.799167
IGNACIO ZARAGOZA EL,dallas,DALLAS,32.795363,-96.770911
IGNITE PUB SCH AND COM SERV CTR,starr,RIO GRANDE CITY,26.397333,-98.767847
IGNITE PUBLIC SCH AND COMM SER C,willacy,RAYMONDVILLE,26.47127,-97.784001
IGNITE PUBLIC SCH AND COMM SERV,hidalgo,MISSION,26.20406,-98.310911
IGNITE PUBLIC SCH AND COMM SERV,hidalgo,EDINBURG,26.259583,-98.186231
IGNITE PUBLIC SCH AND COMM SERV,hidalgo,WESLACO,26.155446,-97.957824
IGNITE PUBLIC SCH AND COMM SERV,cameron,BROWNSVILLE,25.9056,-97.5032
IKARD EL,parker,WEATHERFORD,32.746125,-97.758904
IMAGINE INTERNATIONAL ACADEMY OF,collin,MCKINNEY,33.20069,-96.656471
IMMIGRANT SHELTER,bexar,SAN ANTONIO,29.32195,-98.527981
IMOGENE GIDEON EL,tarrant,ARLINGTON,32.627351,-97.09222
IMPACT EARLY COLLEGE,harris,BAYTOWN,29.72912,-94.977511
INDEPENDENCE,collin,FRISCO,33.165479,-96.750465
INDEPENDENCE EL,tarrant,KELLER,32.944866,-97.276713
INDEPENDENCE EL,denton,LEWISVILLE,33.0608,-96.8746
INDIAN CREEK EL,denton,CARROLLTON,33.033015,-96.878329
INDIAN CREEK EL,bexar,SAN ANTONIO,29.347762,-98.610309
INDIAN RIDGE MIDDLE,el paso,EL PASO,31.785125,-106.308128
INDIAN SPRING MIDDLE,mclennan,WACO,31.56285,-97.133641
INDIAN SPRINGS EL,bexar,SAN ANTONIO,29.683343,-98.437663
INDIAN SPRINGS MIDDLE,tarrant,KELLER,32.893636,-97.248112
INDUSTRIAL,jackson,VANDERBILT,28.819352,-96.615769
INDUSTRIAL EL EAST,jackson,VANDERBILT,28.819968,-96.614012
INDUSTRIAL EL WEST,victoria,INEZ,28.898908,-96.784704
INDUSTRIAL J H,jackson,VANDERBILT,28.818514,-96.618857
INFANT CENTER,dallas,GARLAND,32.885858,-96.650167
INFINITY EARLY COLLEGE,montgomery,NEW CANEY,30.133113,-95.224065
INGLESIDE,san patricio,INGLESIDE,27.876711,-97.218955
INGLESIDE PRIMARY SCHOOL,san patricio,INGLESIDE,27.861264,-97.20734
INGRAM EL,kerr,INGRAM,30.074524,-99.230276
INGRAM MIDDLE,kerr,INGRAM,30.07515,-99.252241
INGRAM TOM MOORE,kerr,INGRAM,30.074421,-99.252053
INNOVATION DESIGN ENTREPRENEURSH,dallas,DALLAS,32.80539,-96.776081
INSIGHTS LEARNING CENTER,tarrant,FORT WORTH,32.760306,-97.360448
INSPIRED FOR EXCELLENCE ACADEMY,harris,HOUSTON,29.695513,-95.489413
INSPIRED VISION ACADEMY EL,dallas,DALLAS,32.742717,-96.675733
INSPIRED VISION ACADEMY MIDDLE,dallas,DALLAS,32.749924,-96.675095
INSTR & GUIDE CTR,starr,ROMA,26.406387,-99.015537
INSTR/GUID CENTER,hidalgo,MCALLEN,26.19984,-98.250961
INT'L LEADERSHIP OF TEXAS EL-NOR,dallas,RICHARDSON,32.972274,-96.706309
INT'L LEADERSHIP OF TEXAS MIDDLE,dallas,RICHARDSON,32.972274,-96.706309
INT'L NEWCOMER ACAD,tarrant,FORT WORTH,32.720577,-97.437861
INTERMEDIATE SCHOOL,pecos,FORT STOCKTON,30.886725,-102.890273
INTERNATIONAL,travis,AUSTIN,30.257813,-97.681311
INTERNATIONAL LEADERSHIP OF TEXA,dallas,GARLAND,32.956581,-96.66551
INTERNATIONAL LEADERSHIP OF TEXA,dallas,GARLAND,32.94718,-96.666931
INTERNATIONAL LEADERSHIP OF TEXA,tarrant,ARLINGTON,32.66767,-97.152261
INTERNATIONAL LEADERSHIP OF TEXA,tarrant,FORT WORTH,32.914745,-97.32748
INTERNATIONAL LEADERSHIP OF TEXA,dallas,RICHARDSON,32.9729,-96.705632
INTERNATIONAL LEADERSHIP OF TEXA,dallas,RICHARDSON,32.972274,-96.706309
INTERNATIONAL LEADERSHIP OF TEXA,tarrant,FORT WORTH,32.91553,-97.296753
INTERNATIONAL SCHOOL OF AMERICA,bexar,SAN ANTONIO,29.507524,-98.516287
IOLA,grimes,IOLA,30.767915,-96.072966
IOLA EL,grimes,IOLA,30.767915,-96.072966
IOWA PARK,wichita,IOWA PARK,33.96259,-98.693211
IOWA PARK JJAEP,wichita,WICHITA FALLS,33.929153,-98.495722
IRA CROSS JR EL,bell,KILLEEN,31.090332,-97.701713
IRA SCHOOL,scurry,IRA,32.581549,-101.00534
IRAAN,pecos,IRAAN,30.909272,-101.901069
IRAAN EL,pecos,IRAAN,30.909272,-101.901069
IRAAN J H,pecos,IRAAN,30.909272,-101.901069
IREDELL SCHOOL,bosque,IREDELL,31.986697,-97.869174
IRELAND EL,ector,ODESSA,31.891568,-102.362876
IRENE C CARDWELL EL,val verde,DEL RIO,29.365988,-100.877301
IRENE CLINKSCALE EL,johnson,BURLESON,32.53194,-97.356101
IRENE M GARCIA MIDDLE,hidalgo,MISSION,26.237612,-98.358663
IRION,irion,MERTZON,31.260623,-100.823411
IRION EL,irion,MERTZON,31.260623,-100.823411
IRMA DRU HUTCHISON EL,fort bend,RICHMOND,29.564956,-95.72221
IRMA LERMA RANGEL YOUNG WOMEN'S,dallas,DALLAS,32.773402,-96.759603
IRMA RANGEL YOUNG WOMENS LEADERS,dallas,DALLAS,32.77319,-96.759331
IRONS J H,montgomery,CONROE,30.21102,-95.420801
IRONS MIDDLE,lubbock,LUBBOCK,33.523018,-101.92498
IRVIN,el paso,EL PASO,31.879714,-106.414127
IRVIN EL,ellis,MIDLOTHIAN,32.480838,-96.999911
IRVING,dallas,IRVING,32.824989,-96.949999
IRVING EL,johnson,CLEBURNE,32.363137,-97.389657
IRVING MIDDLE,bexar,SAN ANTONIO,29.43815,-98.529669
ISAACS EARLY CHILDHOOD SCHOOL,collin,PLANO,33.04363,-96.658541
ISAACS EL,harris,HOUSTON,29.79523,-95.31763
ISBELL EL,collin,FRISCO,33.127457,-96.741269
ISBILL J H,mclennan,MCGREGOR,31.436451,-97.411934
ISCHOLARS MAGNET ACADEMY,ellis,RED OAK,32.517368,-96.803392
ISCHOOL,denton,LEWISVILLE,33.01911,-96.978211
ISCHOOL HIGH AT THE WOODLANDS,montgomery,CONROE,30.207157,-95.466261
ISCHOOL HIGH AT UNIVERSITY PARK,harris,HOUSTON,29.992807,-95.582446
ISCHOOL HIGH OF HICKORY CREEK,denton,HICKORY CREEK,33.12575,-97.046221
ITALY,ellis,ITALY,32.181129,-96.878968
ITASCA,hill,ITASCA,32.164515,-97.145293
ITASCA EL,hill,ITASCA,32.16433,-97.146476
ITASCA MIDDLE,hill,ITASCA,32.163999,-97.146137
ITINERANT SP ED,collin,PLANO,33.019226,-96.745713
IUNIVERSITY PREP,tarrant,GRAPEVINE,32.9213,-97.112871
J A HARGRAVE EL,tarrant,FORT WORTH,32.608221,-97.365102
J A VITOVSKY EL,ellis,MIDLOTHIAN,32.502197,-96.990422
J B STEPHENS EL,brown,BANGS,31.729163,-99.127004
J B WILMETH EL,collin,MCKINNEY,33.212036,-96.71767
J C MARTIN JR EL,webb,LAREDO,27.51071,-99.496441
J C THOMPSON EL,denton,HASLET,32.99055,-97.366151
J H HINES EL,mclennan,WACO,31.57313,-97.120531
J H MOORE EL,harrison,MARSHALL,32.563716,-94.384449
J HERMAN REED MIDDLE,dallas,DUNCANVILLE,32.64836,-96.900585
J J A E P,johnson,CLEBURNE,32.346299,-97.412333
J J A E P,hidalgo,MCALLEN,26.174334,-98.233151
J J A E P,hidalgo,MCALLEN,26.17499,-98.234491
J J A E P,collin,MCKINNEY,33.20443,-96.63258
J J WESSENDORFF MIDDLE,fort bend,ROSENBERG,29.560602,-95.767879
J K HILEMAN EL,cass,QUEEN CITY,33.145905,-94.133743
J KAWAS EL,webb,LAREDO,27.478508,-99.471178
J L BOREN EL,tarrant,MANSFIELD,32.590132,-97.116551
J L EVERHART MAGNET EL,gregg,LONGVIEW,32.532537,-94.716746
J L LONG MIDDLE,dallas,DALLAS,32.807032,-96.749308
J L LYON EL,montgomery,MAGNOLIA,30.139395,-95.753991
J L WILLIAMS/LOVETT LEDGER EL,coryell,COPPERAS COVE,31.141426,-97.90905
J LYNDAL HUGHES EL,tarrant,ROANOKE,32.981644,-97.284951
J M HANKS,el paso,EL PASO,31.770092000000002,-106.320948
J MARTIN JACQUET MIDDLE,tarrant,FORT WORTH,32.719675,-97.237094
J N ERVIN EL,dallas,DALLAS,32.680236,-96.762662
J P STARKS EL,dallas,DALLAS,32.721964,-96.774059
J T BRACKENRIDGE EL,bexar,SAN ANTONIO,29.41806,-98.51359
J T STEVENS EL,tarrant,FORT WORTH,32.654269,-97.393064
J W CACERES EL,hidalgo,DONNA,26.166759,-98.070178
J W HOLLOWAY SIXTH GRADE SCHOOL,smith,WHITEHOUSE,32.22873,-95.215301
J W LONG EL,kaufman,TERRELL,32.758064,-96.274815
J W RAY LEARNING CENTER,dallas,DALLAS,32.801731,-96.789337
J W WILLIAMS MIDDLE,rockwall,ROCKWALL,32.96289,-96.455411
JACINTO CITY EL,harris,HOUSTON,29.765561,-95.236394
JACK & SHARON RHOADS EL,harris,KATY,29.830228,-95.716021
JACK C BINION EL,tarrant,RICHLAND HILLS,32.823784,-97.219512
JACK C HAYS,hays,BUDA,30.031697,-97.889718
JACK D JOHNSON EL,tarrant,SOUTHLAKE,32.958014,-97.133094
JACK E SINGLEY ACADEMY,dallas,IRVING,32.867826,-96.962606
JACK LOWE SR EL,dallas,DALLAS,32.872885,-96.761312
JACK LUMMUS INT,ellis,ENNIS,32.32744,-96.638071
JACK M FIELDS SR EL,harris,HUMBLE,29.966634,-95.262608
JACK TAYLOR EL,tarrant,BURLESON,32.558219,-97.331586
JACKIE CARDEN EL,tarrant,FORT WORTH,32.618799,-97.375319
JACKIE MAE TOWNSELL EL,dallas,IRVING,32.857141,-96.986824
JACKSBORO,jack,JACKSBORO,33.227562,-98.170604
JACKSBORO EL,jack,JACKSBORO,33.227601,-98.177093
JACKSBORO MIDDLE,jack,JACKSBORO,33.218314,-98.170845
JACKSON-KELLER EL,bexar,SAN ANTONIO,29.510735,-98.5183
JACKSON EL,taylor,ABILENE,32.412486,-99.756024
JACKSON EL,smith,TYLER,32.374504,-95.132921
JACKSON EL,fort bend,ROSENBERG,29.56473,-95.805803
JACKSON EL,lubbock,LUBBOCK,33.595611,-101.864082
JACKSON EL,hidalgo,MCALLEN,26.226683,-98.22043
JACKSON EL,collin,PLANO,33.015395,-96.757249
JACKSON INT,harris,PASADENA,29.700447,-95.199804
JACKSON MIDDLE,harris,HOUSTON,29.734757,-95.325748
JACKSON MIDDLE,bexar,SAN ANTONIO,29.516673,-98.534297
JACKSON TECHNOLOGY CENTER,dallas,GARLAND,32.925048,-96.678358
JACKSON/ROOSEVELT COMPLEX,calhoun,PORT LAVACA,28.600323,-96.628828
JACKSONVILLE,cherokee,JACKSONVILLE,31.953581,-95.250778
JACKSONVILLE MIDDLE,cherokee,JACKSONVILLE,31.977016,-95.253028
JACOB'S WELL EL,hays,WIMBERLEY,30.00209,-98.102721
JAIME ESCALANTE MIDDLE,hidalgo,PHARR,26.13493,-98.191011
JAKE SILBERNAGEL EL,galveston,DICKINSON,29.478418,-95.045921
JAMES A ARTHUR INT,tarrant,KENNEDALE,32.653283,-97.220617
JAMES A MONACO,denton,AUBREY,33.23933,-96.967991
JAMES AND MARGIE MARION EL,collin,ALLEN,33.123713,-96.639963
JAMES B HAVARD EL,harris,HOUSTON,29.805531,-95.171711
JAMES BOWIE,bowie,SIMMS,33.349051,-94.506422
JAMES BOWIE EL,dallas,DALLAS,32.752274,-96.8152
JAMES BOWIE EL,harris,BAYTOWN,29.743965,-94.946041
JAMES BOWIE EL,dallas,GRAND PRAIRIE,32.737621,-97.007355
JAMES BOWIE EL,bowie,SIMMS,33.349051,-94.506422
JAMES BOWIE FINE ARTS ACADEMY,midland,MIDLAND,32.01014,-102.087261
JAMES BOWIE MIDDLE,fort bend,RICHMOND,29.62626,-95.716381
JAMES BOWIE MIDDLE,bowie,SIMMS,33.349051,-94.506422
JAMES COBLE MIDDLE,tarrant,ARLINGTON,32.61557,-97.090166
JAMES E MITCHELL EL,williamson,GEORGETOWN,30.619848,-97.643978
JAMES E RANDOLPH EL,fort bend,FULSHEAR,29.710566,-95.848095
JAMES E WILLIAMS EL,fort bend,KATY,29.732257,-95.765515
JAMES EARL RUDDER,brazos,BRYAN,30.68719,-96.342391
JAMES F DELANEY EL,tarrant,KENNEDALE,32.649146,-97.222512
JAMES FANNIN MIDDLE,dallas,GRAND PRAIRIE,32.75192,-96.964751
JAMES GARLAND WALSH MIDDLE,williamson,ROUND ROCK,30.53515,-97.734061
JAMES H ROSS EL,galveston,LEAGUE CITY,29.500292,-95.122939
JAMES L MASTERS,bexar,CONVERSE,29.456365,-98.348669
JAMES L WRIGHT EL,ochiltree,PERRYTON,36.382507,-100.812295
JAMES M STEELE ACCELERATED,denton,ROANOKE,33.00222,-97.223671
JAMES MADISON,dallas,DALLAS,32.77131,-96.764876
JAMES MIDDLE,tarrant,FORT WORTH,32.733593,-97.28403
JAMES P BUTLER EL,el paso,EL PASO,31.791128,-106.222769
JAMES R BILHARTZ JR EL,dallas,DALLAS,32.665285,-96.928624
JAMES R BROOKS MIDDLE,midland,MIDLAND,32.02378,-101.895358
JAMES S HOGG EL,dallas,DALLAS,32.756611,-96.825343
JAMES TIPPIT MIDDLE,williamson,GEORGETOWN,30.615343,-97.699514
JAN SCHIFF EL,fort bend,MISSOURI CITY,29.53481,-95.552941
JANE A HAMBRIC SCHOOL,el paso,EL PASO,31.795837,-106.278727
JANE LONG,brazos,BRYAN,30.650133,-96.39467
JANE LONG EL,brazoria,FREEPORT,28.945815,-95.364405
JANE LONG EL,fort bend,RICHMOND,29.57811,-95.76456
JANET BROCKETT EL,tarrant,ARLINGTON,32.611999,-97.098319
JANOWSKI EL,harris,HOUSTON,29.830395,-95.370749
JARRELL,williamson,JARRELL,30.81484,-97.627411
JARRELL EL,williamson,JARRELL,30.80792,-97.589831
JARRELL INT,williamson,JARRELL,30.82932,-97.606621
JARRELL MIDDLE,williamson,JARRELL,30.82932,-97.606621
JASPER,jasper,JASPER,30.90258,-94.006444
JASPER,collin,PLANO,33.067659,-96.783258
JASPER J H,jasper,JASPER,30.922163,-94.00938
JAY,bexar,SAN ANTONIO,29.418519,-98.640304
JAYTON SCHOOLS,kent,JAYTON,33.252175,-100.582188
JCSSA,johnson,GRANDVIEW,32.258219,-97.18011
JD HALL LEARNING CENTER,dallas,LANCASTER,32.593302,-96.750221
JEAN & BETTY SCHMALZ EL,harris,HOUSTON,29.81953,-95.689778
JEAN C FEW PRI,jasper,JASPER,30.899144,-94.003791
JEAN MASSIEU ACADEMY,tarrant,ARLINGTON,32.747512,-97.106272
JEAN MCCLUNG MIDDLE,tarrant,FORT WORTH,32.76019,-97.360441
JEANETTE HAYES EL,harris,KATY,29.754647,-95.73535
JEFFERIES J H,comanche,COMANCHE,31.910124,-98.589424
JEFFERSON,el paso,EL PASO,31.770527,-106.435294
JEFFERSON,marion,JEFFERSON,32.776053,-94.36082
JEFFERSON,bexar,SAN ANTONIO,29.465178,-98.538604
JEFFERSON AVE EL,guadalupe,SEGUIN,29.56689,-97.977432
JEFFERSON CO J J A E P,jefferson,BEAUMONT,30.079107,-94.093519
JEFFERSON CO J J A E P,jefferson,BEAUMONT,30.079075,-94.093424
JEFFERSON CO J J A E P,jefferson,SABINE PASS,29.730038,-93.897496
JEFFERSON CO YOUTH ACAD,jefferson,BEAUMONT,30.003545,-94.044324
JEFFERSON CO YOUTH ACAD,jefferson,BEAUMONT,30.003367,-94.041855
JEFFERSON EL,cameron,HARLINGEN,26.187006,-97.707074
JEFFERSON EL,harris,HOUSTON,29.804416,-95.369142
JEFFERSON EL,marion,JEFFERSON,32.769269,-94.357537
JEFFERSON EL,grayson,SHERMAN,33.645131,-96.595976
JEFFERSON EL,bell,TEMPLE,31.120753,-97.336519
JEFFERSON EL,wichita,WICHITA FALLS,33.86317,-98.563906
JEFFERSON ELEM,hidalgo,EDINBURG,26.292866,-98.161593
JEFFERSON J H,marion,JEFFERSON,32.7693,-94.350029
JEFFERSON MIDDLE,bexar,SAN ANTONIO,29.519806,-98.710498
JEFFERSON MIDDLE,jefferson,PORT ARTHUR,29.92434,-93.912761
JEFFERSON OPPORTUNITY CTR,taylor,ABILENE,32.431662,-99.744021
JEFFERSON PRI SCH,marion,JEFFERSON,32.760985,-94.358569
JENNIE REID EL,harris,LA PORTE,29.652586,-95.081528
JENSEN EL,harris,PASADENA,29.659529,-95.175791
JERRY R JUNKINS EL,dallas,CARROLLTON,32.974083,-96.85712
JERSEY VILLAGE HIGH SCHOOL,harris,HOUSTON,29.8822,-95.555483
JESS HARBEN EL,dallas,RICHARDSON,32.939655,-96.705478
JESSE MCGOWEN EL,collin,MCKINNEY,33.159349,-96.673641
JESSIE L JENSEN EL,hidalgo,ALTON,26.289097,-98.280706
JESSUP EL,harris,HOUSTON,29.627962,-95.250988
JEWEL C WIETZEL CENTER,bexar,SAN ANTONIO,29.331689,-98.492802
JILL STONE EL AT VICKERY MEADOW,dallas,DALLAS,32.865486,-96.74975
JIM BARNES MIDDLE,guadalupe,SEGUIN,29.556543,-97.938459
JIM NED,taylor,TUSCOLA,32.213199,-99.797673
JIM NED MIDDLE,taylor,TUSCOLA,32.213199,-99.797673
JIM PLAIN EL,williamson,LEANDER,30.58685,-97.868593
JIMMIE TYLER BRASHEAR EL,dallas,DALLAS,32.71259,-96.857685
JIMMY CARTER EARLY COLLEGE,hidalgo,LA JOYA,26.252832,-98.471121
JJAEP,dallas,RICHARDSON,32.939646,-96.728417
JJAEP,montgomery,CONROE,30.332734,-95.456056
JJAEP,atascosa,LYTLE,29.233379,-98.803375
JJAEP,bexar,SAN ANTONIO,29.43683,-98.4726
JJAEP,el paso,EL PASO,31.72898,-106.364541
JJAEP,webb,BRUNI,27.42788,-98.837186
JJAEP,montgomery,WILLIS,30.391961,-95.478335
JJAEP-SOUTHWEST KEY PROGRAM,hidalgo,EDINBURG,26.288459,-98.156591
JJAEP CAMPUS,harris,HUMBLE,30.00798,-95.262951
JJAEP DISCIPLINARY SCHOOL,harris,HOUSTON,29.68442,-95.416381
JJAEP DISCIPLINARY SCHOOL,harris,LA PORTE,29.65594,-95.014221
JO ANN FORD EL,williamson,GEORGETOWN,30.688487,-97.728865
JO KELLY SP ED,tarrant,FORT WORTH,32.759739,-97.371698
JO NELSON MIDDLE,cameron,SANTA ROSA,26.253898,-97.825398
JOAN LINK EL,harris,HOUSTON,29.95498,-95.463544
JOAQUIN,shelby,JOAQUIN,31.965934,-94.049919
JOAQUIN CIGARROA MIDDLE,webb,LAREDO,27.472609,-99.469676
JOAQUIN EL,shelby,JOAQUIN,31.965888,-94.047892
JOAQUIN J H SCHOOL,shelby,JOAQUIN,31.965934,-94.049919
JOE DALE SPARKS CAMPUS,denton,DENTON,33.212063,-97.112556
JOE F SAEGERT SIXTH GRADE CENTER,guadalupe,SEGUIN,29.569365,-97.967515
JOE HUBENAK EL,fort bend,RICHMOND,29.69115,-95.800031
JOE K BRYANT EL,collin,ANNA,33.377633,-96.565504
JOE LEE JOHNSON EL,travis,AUSTIN,30.456579,-97.681743
JOE M PIRTLE EL,bell,TEMPLE,31.113625,-97.432974
JOE V HART EL,collin,LUCAS,33.091813,-96.58988
JOE WILSON INT,dallas,CEDAR HILL,32.571799,-96.927091
JOE WRIGHT EL,cherokee,JACKSONVILLE,31.973545,-95.286473
JOELLA EXLEY EL,fort bend,KATY,29.735052,-95.749586
JOHANNA ODONNELL INT,el paso,FABENS,31.502274,-106.151464
JOHN & OLIVE HINOJOSA EL,starr,RIO GRANDE CITY,26.383679,-98.770328
JOHN A BAKER,collin,MCKINNEY,33.240749,-96.686902
JOHN A DUBISKI CAREER,dallas,GRAND PRAIRIE,32.700448,-97.023324
JOHN A SIPPEL EL,guadalupe,SCHERTZ,29.614723,-98.239751
JOHN ADAMS MIDDLE,dallas,GRAND PRAIRIE,32.757768,-97.016647
JOHN AND LYNN BRAWNER INT,hood,GRANBURY,32.425512,-97.797792
JOHN AND POLLY TOWNLEY EL,tarrant,EVERMAN,32.603945,-97.282044
JOHN AND SHAMARION BARBER MIDDLE,galveston,DICKINSON,29.469212,-95.02229
JOHN ARREDONDO EL,fort bend,RICHMOND,29.533629,-95.750479
JOHN B ALEXANDER,webb,LAREDO,27.581753,-99.447607
JOHN B CONNALLY,travis,AUSTIN,30.419084,-97.676317
JOHN B HOOD MIDDLE,dallas,DALLAS,32.757923,-96.689789
JOHN C WEBB EL,grimes,NAVASOTA,30.399638,-96.078394
JOHN D SPICER EL,tarrant,HALTOM CITY,32.857609,-97.280058
JOHN DOEDYNS EL,hidalgo,SAN JUAN,26.197816,-98.155377
JOHN DRUGAN SCHOOL,el paso,EL PASO,31.728805,-106.258852
JOHN F KENNEDY,bexar,SAN ANTONIO,29.3959,-98.557176
JOHN F KENNEDY EL,hidalgo,EDINBURG,26.289315,-98.071067
JOHN F KENNEDY EL,hidalgo,PENITAS,26.247925,-98.445235
JOHN F KENNEDY EL,hidalgo,MERCEDES,26.166474,-97.910238
JOHN F KENNEDY LEARNING CENTER,dallas,DALLAS,32.809831,-96.774279
JOHN F PEELER EL,dallas,DALLAS,32.738148,-96.831819
JOHN F WARD EL,harris,HOUSTON,29.582282,-95.136196
JOHN G HARDIN EL,wichita,BURKBURNETT,34.093774,-98.568177
JOHN G TOWER EL,wichita,WICHITA FALLS,33.979812,-98.529017
JOHN GLENN EL,bexar,SAN ANTONIO,29.351216,-98.294103
JOHN H KIRBY EL,hardin,SILSBEE,30.360575,-94.175564
JOHN H REAGAN EL,dallas,DALLAS,32.74681,-96.830999
JOHN H SHARY EL,hidalgo,MISSION,26.227299,-98.290028
JOHN H WOOD JR CHARTER SCHOOL AT,bexar,SAN ANTONIO,29.607003,-98.482771
JOHN H WOOD JR CHARTER SCHOOL AT,hays,SAN MARCOS,29.89949,-97.928481
JOHN H WOOD JR CS GRANBURY,hood,GRANBURY,32.44746,-97.802551
JOHN H WOOD JR CS HAYS CO JUVENI,hays,SAN MARCOS,29.832063,-97.945788
JOHN IRELAND EL,dallas,DALLAS,32.739266,-96.700756
JOHN J CIAVARRA EL,medina,DEVINE,29.148849,-98.914411
JOHN J PERSHING EL,dallas,DALLAS,32.887253,-96.809765
JOHN LESLIE PATTON JR ACADEMIC C,dallas,DALLAS,32.70419,-96.824481
JOHN M TIDWELL MIDDLE,tarrant,ROANOKE,32.98069,-97.277401
JOHN MCKEEVER EL,hidalgo,ALAMO,26.179442,-98.118757
JOHN NEELY BRYAN EL,dallas,DALLAS,32.711129,-96.794861
JOHN P OJEDA J H,travis,AUSTIN,30.190438,-97.71231
JOHN Q ADAMS EL,dallas,DALLAS,32.734817,-96.67982
JOHN R ROACH,collin,BLUE RIDGE,33.309,-96.4055
JOHN T WHITE EL,tarrant,FORT WORTH,32.76487,-97.198031
JOHN TYLER,smith,TYLER,32.364123,-95.345536
JOHN W AND MARGIE STIPES EL,dallas,IRVING,32.798434,-96.989883
JOHN W ARMSTRONG EL,dallas,SACHSE,32.966758,-96.600195
JOHN W ARNDT EL,webb,LAREDO,27.448485,-99.481626
JOHN W CARPENTER EL,dallas,DALLAS,32.695226,-96.853163
JOHN W RUNYON EL,dallas,DALLAS,32.740947,-96.640862
